idx,score,mean_dist,sd_dist,cv_dist,min_dist,max_dist,range_dist,skewness,kurtosis,bottleneck_w1,bottleneck_w2,bottleneck_dist,potential_mean,improvement,km_cluster,topology
0,88.73156799,0.9522379,0.07175537,0.07535446,0.7719219,1.0843947,0.31247282,-0.47097227,0.8970125,комета,труба,0.7719219,0.96125376,0.009015858,3,Uniform
1,94.43462974,0.990319,0.07766183,0.07842102,0.8187977,1.132744,0.31394625,-0.19647488,-0.10276818,ферзь,астролог,0.8187977,0.99889505,0.0085760355,0,Uniform
2,87.57900638,0.9440859,0.10765737,0.11403345,0.6833917,1.1742086,0.49081695,-0.09089062,0.42878914,морковь,печенка,0.6833917,0.9571206,0.013034701,0,Uniform
3,92.62309473,0.978603,0.09146127,0.09346106,0.79600847,1.1386466,0.34263813,-0.27204478,-0.6043291,гитара,гранатомет,0.79600847,0.9877327,0.009129703,0,Uniform
4,89.47531904,0.95741165,0.0574682,0.060024545,0.86384,1.0871593,0.22331929,0.41716084,-0.11829233,склеп,шуруп,0.86384,0.9620902,0.0046785474,0,Uniform
5,88.07602742,0.94762176,0.09899241,0.10446405,0.6519135,1.0839443,0.4320308,-1.045639,1.8300977,колбаса,коробка,0.6519135,0.96240723,0.014785469,1,Uniform
6,81.45101241,0.89763385,0.09639341,0.10738611,0.73642373,1.0441886,0.3077649,-0.3987053,-0.8098602,лес,закат,0.73642373,0.90569437,0.008060515,0,Uniform
7,90.83677641,0.9667131,0.09613644,0.09944672,0.7785343,1.1902268,0.4116925,0.13258709,0.319283,парфюм,лексикон,0.7785343,0.976122,0.009408951,0,Uniform
8,88.40864668,0.9499708,0.1015815,0.10693118,0.7166859,1.1002302,0.38354433,-0.89055955,0.3232572,хлеб,ложка,0.7166859,0.961635,0.011664212,3,Uniform
9,94.15823122,0.9885528,0.080431536,0.08136291,0.86403733,1.2367319,0.37269455,1.2398382,2.716382,ферзь,детерминант,0.86403733,0.99477863,0.0062258244,0,Uniform
10,84.22766164,0.9193757,0.09766083,0.10622516,0.736115,1.0669377,0.3308227,-0.18116403,-1.0317494,палитра,радуга,0.736115,0.9285388,0.009163082,0,Uniform
11,88.62407602,0.9514848,0.101309635,0.10647531,0.7763123,1.1666102,0.39029795,0.19192164,-0.6528275,елка,звезда,0.7763123,0.9602434,0.0087586045,0,Uniform
12,91.61763238,0.97195315,0.117228195,0.12061095,0.7591826,1.1559517,0.39676917,-0.4442745,-0.6036513,урюк,каюк,0.7591826,0.98259175,0.010638595,3,Uniform
13,87.98743477,0.9469939,0.0749253,0.0791191,0.7745162,1.0517532,0.27723694,-0.9059293,-0.14843035,черника,бирюза,0.7745162,0.9556177,0.008623838,3,Uniform
14,93.25186569,0.9827073,0.07402041,0.07532294,0.7945091,1.092464,0.29795486,-0.613492,0.008559227,молоко,кислород,0.7945091,0.9921172,0.0094099045,3,Uniform
15,90.48767839,0.9643484,0.121827915,0.12633185,0.71432495,1.139803,0.4254781,-0.26090688,-0.95473146,потолок,облако,0.71432495,0.97684956,0.01250118,0,Uniform
16,93.41848084,0.9837882,0.0818192,0.08316749,0.7938187,1.1039768,0.31015813,-0.68221366,-0.3179834,поднос,кран,0.7938187,0.9932866,0.009498417,3,Uniform
17,92.92627914,0.9805872,0.07723731,0.07876638,0.8830831,1.1873966,0.30431354,0.75383276,0.48054767,девственность,фикция,0.8830831,0.98546237,0.004875183,0,Uniform
18,95.18905464,0.99510247,0.09960602,0.10009625,0.83520854,1.2054608,0.37025225,0.29236397,-0.6946721,детерминант,эмпатия,0.83520854,1.0030972,0.007994711,0,Uniform
19,89.23660906,0.9557582,0.10632283,0.111244485,0.808777,1.1635364,0.35475945,0.31195775,-0.977442,озеро,планета,0.808777,0.9631073,0.007349074,0,Uniform
20,85.2888678,0.9273706,0.09118667,0.09832819,0.7914729,1.1130064,0.32153344,0.17653115,-0.68239284,эмпатия,абстракционизм,0.7914729,0.9341655,0.00679487,0,Uniform
21,88.78944136,0.9526429,0.08757562,0.091929115,0.7484982,1.1245803,0.37608206,-0.775545,0.70904756,урок,философия,0.7484982,0.9628501,0.010207176,3,Uniform
22,91.83778254,0.97341853,0.103905275,0.10674265,0.75633526,1.109308,0.35297275,-0.71428466,-0.16380262,сок,кишечник,0.75633526,0.9842726,0.010854065,3,Uniform
23,89.13421808,0.95504713,0.09002793,0.09426543,0.76277035,1.0871524,0.324382,-0.18882242,-0.7256961,золото,цвет,0.76277035,0.964661,0.009613872,0,Uniform
24,86.79023837,0.9384086,0.077962056,0.08307901,0.72896814,1.0718954,0.34292722,-0.72718894,0.6804967,мыло,хлеб,0.72896814,0.9488807,0.010472059,3,Uniform
25,96.08664385,1.000723,0.101701185,0.10162771,0.7808868,1.2173196,0.43643278,-0.18325056,-0.07855368,любовь,семя,0.7808868,1.0117147,0.010991693,0,Uniform
26,88.00616702,0.94712675,0.113671914,0.12001764,0.7065699,1.1376022,0.4310323,-0.4831572,-0.7065339,коннотация,крипта,0.7065699,0.9591546,0.01202786,3,Uniform
27,92.18454857,0.9757158,0.094897926,0.0972598,0.7665238,1.1960402,0.42951638,-0.42677662,1.0535026,икра,дискотека,0.7665238,0.9861754,0.010459602,3,Uniform
28,87.63280503,0.94447,0.0935282,0.09902719,0.7506969,1.1205494,0.36985254,-0.31120518,-0.1661706,шпилька,подушка,0.7506969,0.9541588,0.009688795,0,Uniform
29,87.69843731,0.94493836,0.13054603,0.13815296,0.712209,1.1723132,0.46010423,0.19309537,-0.8315377,рибосома,агломерация,0.712209,0.9565749,0.011636555,0,Uniform
30,88.3185931,0.9493361,0.1318065,0.1388407,0.63457763,1.140622,0.5060444,-0.81150025,0.027318716,планктон,суша,0.63457763,0.9650742,0.01573807,3,Uniform
31,89.02754411,0.9543048,0.07737771,0.0810828,0.7701907,1.0661209,0.29593015,-0.85734016,0.26115632,апелляция,сегрегация,0.7701907,0.96351063,0.009205818,3,Uniform
32,98.36868059,1.0146841,0.110081315,0.10848826,0.8524478,1.2371516,0.38470381,0.23871936,-0.6859832,тессеракт,эксгумация,0.8524478,1.0227959,0.0081118345,0,Uniform
33,82.91822819,0.90927684,0.07896081,0.08683913,0.7060942,1.0688943,0.36280006,-0.6514476,0.9306855,магазин,город,0.7060942,0.91943586,0.010159016,3,Uniform
34,88.7802345,0.9525785,0.08703113,0.09136374,0.8029505,1.101599,0.29864848,-0.16962597,-0.76594186,комета,атом,0.8029505,0.96005994,0.007481456,0,Uniform
35,90.53273749,0.96465445,0.11290476,0.11704166,0.6836122,1.1142403,0.43062806,-0.9056239,0.42905593,тарелка,ручка,0.6836122,0.97870654,0.014052093,3,Uniform
36,92.54276525,0.9780755,0.07957701,0.0813608,0.8541374,1.1306351,0.27649772,0.0039480417,-1.0566317,крик,ком,0.8541374,0.9842726,0.006197095,0,Uniform
37,98.6198853,1.0161932,0.09360003,0.0921085,0.8421859,1.1998024,0.35761648,-0.055696085,-0.52509403,предводитель,камень,0.8421859,1.0248935,0.008700371,0,Uniform
38,100.4903027,1.0272655,0.086584665,0.08428655,0.8749957,1.2001662,0.32517052,0.063663706,-0.6052356,козодой,эксгумация,0.8749957,1.034879,0.0076134205,0,Uniform
39,90.39497124,0.9637181,0.06566127,0.06813327,0.8229797,1.1084468,0.28546715,-0.34515,0.42868948,собака,ель,0.8229797,0.9707551,0.007036984,3,Uniform
40,97.21941887,1.0077108,0.09808292,0.09733241,0.85066044,1.1857271,0.33506668,-0.04577634,-0.9202528,метелица,гель,0.85066044,1.0155632,0.007852435,0,Uniform
41,79.38738603,0.8806232,0.09066921,0.10296027,0.68383145,1.0310643,0.34723282,-0.16839628,-0.41079164,пол,телефон,0.68383145,0.89046276,0.009839535,0,Uniform
42,94.10024689,0.98818123,0.0885676,0.08962688,0.8263686,1.1324636,0.306095,-0.052419182,-0.9263797,шепот,шаман,0.8263686,0.9962718,0.008090556,0,Uniform
43,86.37262217,0.9353694,0.051920567,0.05550809,0.8244003,1.0174346,0.19303429,-0.28625694,-0.72959805,лебедь,метеорит,0.8244003,0.94091785,0.005548477,0,Uniform
44,88.59861584,0.9513061,0.10932253,0.11491836,0.62359893,1.11804,0.49444103,-1.2025561,2.0354114,гумус,углерод,0.62359893,0.9676914,0.016385317,1,Uniform
45,78.03769119,0.8690595,0.10350389,0.11909874,0.68383145,1.0917724,0.40794098,0.427187,-0.30666375,пол,телефон,0.68383145,0.8783209,0.00926137,0,Uniform
46,93.26562,0.9827966,0.12176908,0.123900585,0.7122402,1.1851771,0.47293687,-0.7493657,0.14245176,кредо,мышление,0.7122402,0.99632436,0.013527751,3,Uniform
47,89.65963343,0.9586835,0.08661912,0.090352155,0.76959693,1.0864576,0.31686068,-0.61093134,-0.31115675,кот,кактус,0.76959693,0.96813786,0.00945437,3,Uniform
48,93.91333444,0.9869815,0.08360683,0.08470962,0.8808137,1.187987,0.30717325,1.0225312,0.69197416,гараж,удивление,0.8808137,0.9922899,0.0053083897,0,Uniform
49,95.60372654,0.99770844,0.09316119,0.09337516,0.7900939,1.146014,0.35592008,-0.2054696,-0.47827363,общение,индивидуальность,0.7900939,1.0080892,0.010380745,0,Uniform
50,93.08037519,0.9815919,0.097551666,0.09938108,0.74636465,1.1973349,0.45097023,-0.07543437,0.625602,ишак,трактор,0.74636465,0.99335325,0.011761367,0,Uniform
51,88.74019944,0.95229846,0.13039382,0.13692537,0.5156045,1.12005,0.60444546,-1.5826414,4.109186,склад,бункер,0.5156045,0.9741332,0.021834731,1,Uniform
52,89.87836255,0.96018755,0.09726885,0.10130192,0.73839545,1.0765505,0.33815503,-0.95536757,-0.092491865,суицид,круиз,0.73839545,0.9712771,0.011089563,3,Uniform
53,68.70156743,0.7766633,0.13110775,0.168809,0.43876737,0.98509103,0.54632366,-0.82314867,0.50900936,радость,любовь,0.43876737,0.79355806,0.016894758,3,Star
54,77.04567077,0.86032057,0.14709961,0.17098233,0.62096727,1.1224405,0.5014732,0.3413194,-0.9248688,флажогод,балясина,0.62096727,0.8722882,0.011967659,0,Random
55,84.46259197,0.9211601,0.13579106,0.14741309,0.6770296,1.1787729,0.5017433,-0.08945497,-0.76995444,митохондрия,глюон,0.6770296,0.9333666,0.012206495,0,Uniform
56,88.61514813,0.95142204,0.077454664,0.081409365,0.82609725,1.1074337,0.28133643,0.031860415,-0.6389296,бозон,существительное,0.82609725,0.95768833,0.006266296,0,Uniform
57,88.89896888,0.9534083,0.11177667,0.117239036,0.67063963,1.1127622,0.44212258,-0.76950574,0.35206604,офорт,маркетри,0.67063963,0.96754676,0.01413846,3,Uniform
58,85.52987012,0.9291637,0.09830036,0.105794445,0.74290466,1.1147654,0.37186074,0.051235616,-0.47795343,самокат,мусорк,0.74290466,0.93847656,0.009312868,0,Uniform
59,64.96705035,0.73107606,0.1514082,0.20710321,0.34311855,0.9788634,0.63574487,-0.8187368,0.27868342,зима,лето,0.34311855,0.7504739,0.019397855,2,Star
60,87.23522497,0.9416215,0.07827282,0.08312557,0.73406065,1.0626494,0.32858872,-0.62398,0.56841874,колесо,кресло,0.73406065,0.95199955,0.010378063,3,Uniform
61,86.74962725,0.9381143,0.07329374,0.07812879,0.77355117,1.0411121,0.2675609,-0.52086705,-0.3785255,дивергенция,суффикс,0.77355117,0.94634235,0.008228064,3,Uniform
62,91.65462678,0.9721997,0.07746765,0.07968286,0.8234042,1.0947415,0.27133727,-0.33854902,-0.58617115,навоз,пюре,0.8234042,0.97963953,0.0074398518,0,Uniform
63,89.12477231,0.9549815,0.10926609,0.114416964,0.7191226,1.0956293,0.37650675,-0.84216356,-0.1360588,покемон,кельт,0.7191226,0.96677434,0.011792839,3,Uniform
64,96.67808052,1.0043858,0.12498993,0.124444135,0.7098088,1.1582689,0.4484601,-1.2408903,0.584733,горшок,хворост,0.7098088,1.0191147,0.014728904,3,Uniform
65,93.59443548,0.9849264,0.08469472,0.08599091,0.81084454,1.1120032,0.30115867,-0.28100237,-0.90899944,защитник,агроном,0.81084454,0.9936305,0.008704126,0,Uniform
66,94.66588597,0.99179125,0.076338045,0.07696987,0.8107149,1.1482687,0.3375538,-0.4292379,0.27933145,планета,вероятность,0.8107149,1.0008451,0.009053826,3,Uniform
67,92.75922619,0.979495,0.09554454,0.09754469,0.8081604,1.1865902,0.37842977,0.41225907,0.088439226,кекс,ацетилен,0.8081604,0.9880617,0.008566737,0,Uniform
68,83.61606287,0.9146918,0.13187692,0.14417633,0.53330284,1.0732038,0.53990096,-1.3642907,1.5228796,небо,ветер,0.53330284,0.9337613,0.019069493,1,Uniform
69,84.98350081,0.925087,0.09371942,0.10130877,0.6672236,1.0992903,0.43206668,-1.1009455,1.6588483,чайник,телефон,0.6672236,0.9379802,0.0128932,3,Uniform
70,93.58590118,0.98487127,0.11772298,0.11953134,0.74939716,1.234774,0.48537683,0.19483931,-0.23508668,живопись,физика,0.74939716,0.99664485,0.011773586,0,Uniform
71,80.84602221,0.8927266,0.1176144,0.1317474,0.5766234,1.0674173,0.49079388,-1.0229589,0.94245577,акула,барракуда,0.5766234,0.90853184,0.015805244,3,Uniform
72,95.8899509,0.9994977,0.07144505,0.07148095,0.9141798,1.1580712,0.24389136,0.86167014,-0.10673022,чайка,плечо,0.9141798,1.0037638,0.0042660832,0,Uniform
73,94.22384635,0.9889727,0.099500984,0.10061044,0.8309008,1.1124258,0.28152502,-0.25621796,-1.3519392,слон,хам,0.8309008,0.99687636,0.0079036355,0,Uniform
74,94.00222906,0.98755246,0.10163067,0.102911666,0.7627312,1.1195122,0.356781,-0.5959244,-0.54592705,религия,планета,0.7627312,0.9987936,0.011241138,3,Uniform
75,93.17795948,0.98222697,0.13868128,0.14119066,0.76498497,1.2203842,0.45539927,-0.002138969,-0.97241426,пчеловод,брыль,0.76498497,0.9930891,0.010862112,0,Uniform
76,85.42674434,0.9283975,0.09640332,0.103838414,0.7033991,1.0616013,0.35820216,-0.64974827,-0.1151464,цапля,заноза,0.7033991,0.9396474,0.0112499,3,Uniform
77,94.65507975,0.99172264,0.07843928,0.07909397,0.8625896,1.1614958,0.2989062,0.57876974,-0.29296327,стол,творог,0.8625896,0.99817926,0.0064566135,0,Uniform
78,94.33317682,0.9896716,0.08560195,0.08649531,0.812991,1.1378715,0.32488048,-0.6274089,-0.25845408,пробежка,тога,0.812991,0.9985057,0.008834124,3,Uniform
79,91.77066994,0.9729722,0.100939326,0.10374328,0.78688264,1.1398516,0.35296893,-0.034750067,-0.90863085,война,вера,0.78688264,0.98227674,0.0093045235,0,Uniform
80,88.91707957,0.9535347,0.09520617,0.09984552,0.8332344,1.1799234,0.346689,0.76358575,-0.06950259,барсетка,турка,0.8332344,0.9595497,0.0060150027,0,Uniform
81,96.62178642,1.0040386,0.10745176,0.10701955,0.7831594,1.2353971,0.45223773,0.16351743,-0.21634293,креатив,шенка,0.7831594,1.0150825,0.011043906,0,Uniform
82,85.24363727,0.9270332,0.09121336,0.09839277,0.7682577,1.070594,0.30233628,-0.064547494,-1.0604286,ледник,саркофаг,0.7682577,0.934972,0.007938802,0,Uniform
83,81.0593051,0.89446396,0.11215822,0.12539154,0.63631237,1.1155537,0.47924137,-0.34025553,-0.020127058,столб,шлагбаум,0.63631237,0.9073715,0.012907565,3,Uniform
84,91.10927797,0.96854955,0.12109342,0.12502553,0.6623751,1.1295314,0.4671563,-0.8117115,0.09015894,реконструкция,рекогносцировка,0.6623751,0.9838583,0.015308738,3,Uniform
85,85.34280316,0.92777264,0.09722784,0.10479706,0.73323095,1.0844609,0.3512299,-0.42997637,-0.68598795,пружина,шина,0.73323095,0.9374997,0.009727061,0,Uniform
86,87.96451322,0.9468311,0.08123984,0.08580183,0.80291545,1.0895286,0.2866131,-0.10541986,-0.87292314,тиара,водокачка,0.80291545,0.9540269,0.0071957707,0,Uniform
87,87.72775459,0.9451474,0.112757005,0.11930098,0.74220407,1.1394465,0.39724243,-0.08112356,-0.85260034,гусли,рог,0.74220407,0.9552945,0.010147095,0,Uniform
88,87.21226531,0.9414564,0.08507726,0.09036772,0.7114139,1.0614692,0.35005528,-0.87522316,0.61741114,шизоид,экстремум,0.7114139,0.95295846,0.011502087,3,Uniform
89,88.15945775,0.9482122,0.1012258,0.10675438,0.7413442,1.1026819,0.36133766,-0.5644034,-0.338845,знак,след,0.7413442,0.9585557,0.010343492,3,Uniform
90,93.55860407,0.9846949,0.09317719,0.09462544,0.7828007,1.1676333,0.38483262,-0.16686346,-0.45683575,синапс,хромосома,0.7828007,0.9947896,0.010094702,0,Uniform
91,84.56272186,0.92191786,0.11035925,0.11970617,0.74328446,1.1404349,0.3971504,0.2890189,-0.5136812,стартап,компиляция,0.74328446,0.93084955,0.008931696,0,Uniform
92,89.08354713,0.9546946,0.11386104,0.11926436,0.7005586,1.1509517,0.45039314,-0.46338457,-0.1992979,чашка,банка,0.7005586,0.9674015,0.012706876,3,Uniform
93,89.94547793,0.96064806,0.10155611,0.10571624,0.7206324,1.1424646,0.42183226,-0.71887374,0.37304378,кондиционер,стекло,0.7206324,0.9726488,0.01200074,3,Uniform
94,88.81067142,0.9527915,0.10963659,0.115068816,0.7565185,1.1812239,0.4247054,0.13252848,-0.46617818,колонна,колония,0.7565185,0.9626051,0.009813607,0,Uniform
95,94.145627,0.9884721,0.104665115,0.10588576,0.8038791,1.1524041,0.348525,-0.17057298,-1.1348132,амбассадор,ганглий,0.8038791,0.99770164,0.009229541,0,Uniform
96,94.6948715,0.9919753,0.09655217,0.09733324,0.8441914,1.200152,0.35596067,0.55411553,-0.6444981,любовь,социализм,0.8441914,0.99936455,0.0073892474,0,Uniform
97,74.52335479,0.8370932,0.09279881,0.110858396,0.64466745,1.0433915,0.39872402,0.04705216,-0.107163906,квадрат,купол,0.64466745,0.8467145,0.009621322,0,Uniform
98,81.51285002,0.89813185,0.09855637,0.109734856,0.666453,1.0838215,0.41736853,0.010839693,0.2512157,выхухоль,ихтиолог,0.666453,0.90971583,0.011583984,0,Uniform
99,89.99108837,0.9609607,0.09582155,0.09971433,0.7318399,1.0989425,0.36710262,-0.4328623,-0.2526641,столб,символ,0.7318399,0.9724167,0.011456013,3,Uniform
100,95.55660556,0.997413,0.11052132,0.11080798,0.8195827,1.13508,0.31549728,-0.17763424,-1.2962766,выхухоль,гликоген,0.8195827,1.0063045,0.008891523,0,Uniform
101,83.16745415,0.9112195,0.0918719,0.10082302,0.78976357,1.1179667,0.32820308,0.6641474,-0.37040734,шушун,феодал,0.78976357,0.9172923,0.0060728192,0,Uniform
102,90.65793856,0.9655034,0.089170955,0.09235696,0.7840485,1.0932139,0.30916542,-0.33930817,-1.0234884,консорциум,клинч,0.7840485,0.9745762,0.009072781,0,Uniform
103,92.80104664,0.97976875,0.08571605,0.087486,0.8657856,1.1738204,0.30803478,0.45332372,-0.5775187,амбивалентность,словоблудие,0.8657856,0.9854679,0.0056991577,0,Uniform
104,81.7714374,0.90020716,0.09781722,0.10866079,0.68613124,1.0587386,0.37260735,-0.4592912,-0.34139037,пакет,сундук,0.68613124,0.91091096,0.010703802,3,Uniform
105,63.0319518,0.70451957,0.14790332,0.20993501,0.39736122,0.93799406,0.54063284,-0.5035476,-0.71420383,жар,холод,0.39736122,0.7198775,0.015357912,2,Star
106,86.40689811,0.93561983,0.11250508,0.120246574,0.678593,1.0920982,0.41350526,-0.4175033,-0.6722529,блин,прикол,0.678593,0.9484712,0.012851357,0,Uniform
107,88.15900841,0.9482091,0.10557992,0.11134666,0.7310963,1.1270318,0.39593548,0.03756664,-0.6771891,жаровня,сатисфакция,0.7310963,0.95906466,0.010855556,0,Uniform
108,96.07915685,1.0006765,0.07907357,0.07902011,0.85855776,1.0982529,0.23969513,-0.59165853,-1.014148,хлеб,плен,0.85855776,1.0077823,0.0071058273,0,Uniform
109,83.08967383,0.9106144,0.09694167,0.106457435,0.7288135,1.0587224,0.32990885,0.1980995,-1.019233,лодка,ветер,0.7288135,0.9197043,0.009089947,0,Uniform
110,88.29528067,0.9491717,0.10438489,0.10997472,0.7588234,1.1157793,0.3569559,-0.20388387,-0.72998047,семантика,интеграл,0.7588234,0.9586891,0.009517372,0,Uniform
111,88.96854604,0.95389396,0.10536075,0.11045331,0.83554775,1.1569501,0.32140237,0.5364525,-0.97386146,кафель,телевизор,0.83554775,0.9598112,0.005917251,0,Uniform
112,76.57385736,0.856089,0.11602277,0.13552654,0.49885178,1.0312752,0.5324234,-1.3826247,2.4165611,ложка,стакан,0.49885178,0.87395084,0.017861843,1,Uniform
113,86.18773189,0.93401647,0.08509343,0.09110485,0.715773,1.0307735,0.31500053,-0.89781183,0.082354546,космос,купол,0.715773,0.9449285,0.010912061,3,Uniform
114,86.04554753,0.93297267,0.100048944,0.107236736,0.67808545,1.1020926,0.42400718,-0.68866175,0.17361689,вода,краска,0.67808545,0.94571704,0.012744367,3,Uniform
115,95.54715421,0.99735385,0.13401586,0.13437143,0.64065427,1.1865354,0.5458811,-0.7248913,0.38251758,канитель,фантасмагория,0.64065427,1.0151889,0.01783508,3,Uniform
116,84.72246359,0.923124,0.087144606,0.094401844,0.71720135,1.0259961,0.30879474,-0.7681681,-0.24440384,помело,жопа,0.71720135,0.9334203,0.010296285,3,Uniform
117,80.18347731,0.8872776,0.0962294,0.10845467,0.64245856,1.0190465,0.376588,-0.8526003,0.22636724,курица,сыр,0.64245856,0.8995186,0.012241006,3,Uniform
118,79.61615326,0.8825477,0.09077478,0.102855384,0.72037244,1.0865865,0.36621404,0.45806906,-0.3302462,ангел,шар,0.72037244,0.8906565,0.008108795,0,Uniform
119,80.10047036,0.8865894,0.07459784,0.08414023,0.70255667,1.0077014,0.30514473,-0.556932,-0.04596591,тело,жизнь,0.70255667,0.89579105,0.009201646,3,Uniform
120,92.04969558,0.9748239,0.09032052,0.09265316,0.7561376,1.1014813,0.3453437,-0.78262466,-0.047965765,клад,источник,0.7561376,0.9857583,0.0109344125,3,Uniform
121,82.48132886,0.905847,0.06703549,0.0740031,0.78127164,1.0325345,0.25126284,-0.05840551,-0.70322275,картина,башня,0.78127164,0.9120758,0.0062288046,0,Uniform
122,85.01181465,0.92529935,0.11323185,0.12237321,0.687921,1.1076156,0.4196946,-0.6889284,-0.12094331,глушитель,процессор,0.687921,0.93716824,0.011868894,3,Uniform
123,76.18198774,0.85253626,0.1250891,0.14672583,0.59710604,1.0395952,0.4424892,-0.6163035,-0.5234206,болезнь,здоровье,0.59710604,0.8653077,0.012771428,3,Uniform
124,82.36565016,0.90493375,0.06960047,0.076912224,0.7452119,1.0230206,0.27780873,-0.6193376,-0.033266783,столб,лес,0.7452119,0.9129198,0.007986069,3,Uniform
125,74.3518305,0.83545697,0.18391459,0.22013652,0.5007282,1.1283915,0.6276633,0.0957738,-0.8501785,стакан,стол,0.5007282,0.8521935,0.016736507,2,Random
126,89.50518615,0.95761806,0.116424575,0.121577255,0.78117925,1.2056303,0.42445105,0.18479724,-0.7490604,кум,курень,0.78117925,0.96644,0.008821964,0,Uniform
127,93.76038454,0.98599714,0.084331036,0.08552868,0.812716,1.107506,0.29479003,-0.4130428,-0.78517294,орангутанг,шишка,0.812716,0.9946612,0.008664072,0,Uniform
128,94.33784097,0.9897014,0.074752875,0.07553074,0.8250973,1.1423582,0.31726086,-0.04889859,0.2581296,свод,дно,0.8250973,0.99793166,0.008230269,0,Uniform
129,94.21413862,0.9889107,0.09575319,0.09682694,0.74013215,1.1328739,0.39274174,-0.9310677,0.5416782,истина,печаль,0.74013215,1.0013496,0.012438893,3,Uniform
130,86.67722238,0.93758845,0.095216446,0.101554625,0.72563833,1.0886683,0.36303002,-0.5774228,-0.38545895,шар,шлем,0.72563833,0.94818604,0.010597587,3,Uniform
131,90.26903524,0.9628604,0.10449322,0.10852375,0.7686842,1.1980399,0.42935568,0.26605102,0.019693851,бампер,подвеска,0.7686842,0.972569,0.009708583,0,Uniform
132,86.89494946,0.93916714,0.083132334,0.088517085,0.76844895,1.060222,0.29177308,-0.6111859,-0.44216204,столб,блок,0.76844895,0.947703,0.008535862,3,Uniform
133,91.45215414,0.9708484,0.060121514,0.06192678,0.8733692,1.0635792,0.19020998,-0.022743898,-1.1449425,пергамент,губка,0.8733692,0.9757223,0.0048739314,0,Uniform
134,60.86444371,0.6716248,0.12128119,0.1805788,0.40328503,0.8943308,0.49104577,-0.37243012,-0.53748107,вода,река,0.40328503,0.6850418,0.013417006,2,Random
135,87.00207388,0.9399414,0.10285581,0.10942789,0.7293861,1.130341,0.40095496,-0.2734057,-0.33300948,производная,имманентность,0.7293861,0.9504692,0.01052779,0,Uniform
136,77.9734759,0.8685001,0.07362916,0.08477738,0.72067976,0.98209244,0.26141268,-0.10685458,-0.5783014,нега,заморочка,0.72067976,0.8758912,0.007391095,0,Uniform
137,90.68966639,0.9657184,0.05840894,0.06048237,0.85982966,1.0852003,0.22537065,-0.16290776,-0.5309074,баловень,тля,0.85982966,0.9710129,0.005294502,0,Uniform
138,83.8318382,0.91635096,0.1155012,0.12604472,0.6537883,1.1301644,0.47637606,-0.29707113,-0.05045104,цепень,лепрозорий,0.6537883,0.929479,0.013128042,3,Uniform
139,89.97550103,0.96085376,0.12052688,0.12543727,0.6272598,1.1789113,0.55165154,-0.8481714,1.0046363,проницательность,мужество,0.6272598,0.9775335,0.016679764,3,Uniform
140,94.98412682,0.99380857,0.09458082,0.09517006,0.83207154,1.1614106,0.32933903,-0.08805385,-1.0108067,квазар,ихтиандр,0.83207154,1.0018953,0.008086741,0,Uniform
141,91.23340464,0.96938324,0.091034085,0.093909286,0.8049625,1.1100937,0.3051312,-0.33658677,-0.9334688,палиндром,селедка,0.8049625,0.9776042,0.008220971,0,Uniform
142,92.68823043,0.9790301,0.11092416,0.113300055,0.6306235,1.1640046,0.53338104,-1.1909034,2.984055,мужик,бес,0.6306235,0.9964504,0.017420352,1,Uniform
143,91.61037834,0.9719049,0.10665534,0.109738454,0.78539,1.1871659,0.40177584,0.3540347,-0.48361683,эмпатия,фуга,0.78539,0.98123056,0.009325683,0,Uniform
144,93.56220333,0.984718,0.122001044,0.12389439,0.7265914,1.2040863,0.4774949,-0.21697725,-0.60654163,ксенон,апаш,0.7265914,0.9976245,0.012906492,0,Uniform
145,92.01264428,0.97457856,0.092979595,0.09540492,0.8422589,1.2161144,0.37385553,0.7128448,0.27326846,кромка,катет,0.8422589,0.9811946,0.006616056,0,Uniform
146,81.45151341,0.89763796,0.116716,0.13002568,0.5637629,1.0290074,0.46524453,-1.3436949,1.279551,гуманизм,марксизм,0.5637629,0.91433173,0.01669377,3,Uniform
147,88.30016945,0.9492063,0.102386326,0.1078652,0.74329066,1.094972,0.35168135,-0.53486603,-0.7966633,каша,ведро,0.74329066,0.95950204,0.010295749,3,Uniform
148,88.53103182,0.9508315,0.11297497,0.11881703,0.7060514,1.1115038,0.40545243,-0.628544,-0.3145814,жопа,лох,0.7060514,0.9630705,0.012239039,3,Uniform
149,88.30985902,0.9492744,0.09030088,0.09512621,0.79190767,1.099058,0.30715036,0.008075188,-1.0449823,фонарь,вода,0.79190767,0.95714283,0.007868409,0,Uniform
150,94.88775055,0.9931986,0.14154974,0.14251907,0.74089926,1.2619551,0.5210559,0.15579797,-0.39296246,кварк,электролит,0.74089926,1.0058135,0.012614906,0,Uniform
151,95.1288551,0.99472266,0.05963884,0.059955243,0.86453146,1.1150522,0.25052077,-0.060415182,-0.24335861,колесница,синь,0.86453146,1.0012321,0.006509483,0,Uniform
152,91.64516198,0.97213674,0.11661705,0.11995951,0.69871676,1.2789382,0.5802214,0.3359715,1.4055061,крот,экскаватор,0.69871676,0.9858078,0.013671041,0,Uniform
153,88.5476905,0.9509484,0.122870795,0.12920868,0.63811815,1.1355621,0.4974439,-1.249208,1.1613193,даль,близь,0.63811815,0.9665901,0.01564169,3,Uniform
