word,dat_frequency,mean_score,category,umap_x,umap_y
поднос,9,91.28375630555556,UNCATEGORIZED,2.8732939,4.3523154
комета,100,89.9437719368,NATURE,3.4150884,6.83253
объем,5,90.71629297199999,UNCATEGORIZED,7.5716224,6.305151
коромысло,60,90.65946524416667,OBJECT_HOME,2.5991504,4.358456
крупица,8,91.9713932175,UNCATEGORIZED,4.2495885,4.2813525
нарост,3,91.99527370333332,UNCATEGORIZED,4.8972306,3.6754594
труба,65,83.86698159753848,OBJECT_HOME,3.5385685,4.948741
деревня,26,86.69606846576923,UNCATEGORIZED,4.589053,6.750156
капот,77,92.73325577207791,OBJECT_TECH,2.8072467,5.2013216
ферзь,24,88.57996785249999,UNCATEGORIZED,4.431177,8.529143
кисть,36,86.33363225805556,UNCATEGORIZED,3.7634354,3.780535
астролог,36,96.03212800444443,UNCATEGORIZED,2.5597851,9.794027
кипа,3,92.49340857333334,UNCATEGORIZED,3.3318827,4.351036
жертва,8,87.05364305,UNCATEGORIZED,1.5614636,9.755809
любовь,376,85.8174369242553,ABSTRACT,9.3631935,5.8864317
морковь,111,83.74783627801799,FOOD,2.5186388,1.4625437
трейдинг,1,87.57900638,UNCATEGORIZED,2.6252823,6.881492
блистер,7,88.83053195714285,UNCATEGORIZED,2.695973,5.6161895
кластер,36,90.09331859444444,UNCATEGORIZED,4.268884,6.967729
печенка,1,87.57900638,UNCATEGORIZED,3.6908536,2.4480984
оракул,11,90.98510702727273,UNCATEGORIZED,2.2553642,9.240091
детерминант,7,91.87916347714285,UNCATEGORIZED,7.7411304,4.245014
гитара,99,86.77865789909092,ART_CULTURE,4.079014,7.9097247
каша,78,84.25970139705129,FOOD,2.9642966,1.880619
сердцебиение,2,91.72870939,UNCATEGORIZED,8.041273,3.2063825
сатана,7,88.03591050714286,UNCATEGORIZED,1.7480505,9.264521
гранатомет,3,90.06785631666666,UNCATEGORIZED,1.9375769,5.208441
склеп,5,89.27961352400001,UNCATEGORIZED,4.451894,6.174736
шуруп,103,94.08618112339806,OBJECT_HOME,2.1451774,5.039835
дельфин,42,89.72992515095238,UNCATEGORIZED,0.18602614,8.14132
кислота,62,89.63460567451612,SCIENCE,5.0154743,2.1994326
политик,5,88.584269042,UNCATEGORIZED,3.0115752,9.842712
отара,3,92.85667199333334,UNCATEGORIZED,2.8294542,7.2865324
орбита,47,91.27372107851063,SCIENCE,5.8863606,4.8247676
колбаса,93,86.92122746419356,FOOD,2.9222965,2.0440636
миля,11,90.4219272409091,UNCATEGORIZED,4.5395846,4.368063
коробка,88,84.1610592203409,OBJECT_HOME,3.2648294,4.2467275
планета,252,86.2188983211508,PLACE,4.832056,6.8405805
синтаксис,30,89.22978588433332,UNCATEGORIZED,6.7280316,4.966039
плюшка,9,88.59854100666666,UNCATEGORIZED,1.3839139,6.930835
комар,38,89.87533743842104,UNCATEGORIZED,0.32931677,8.097491
стакан,79,83.37509511202532,OBJECT_HOME,3.677745,1.9510231
лес,221,84.77273712230767,PLACE,4.649893,5.6138372
свекла,40,80.56932768375,UNCATEGORIZED,2.3721738,1.3992922
муха,27,85.61806219629631,UNCATEGORIZED,0.15382975,8.082087
пыль,94,87.73473802638298,NATURE,4.73653,3.7405388
закат,34,88.79836746852942,UNCATEGORIZED,4.896024,4.7940736
трава,193,84.27361637222798,NATURE,2.4949024,2.5627503
впадина,33,89.69028040151514,UNCATEGORIZED,4.42307,5.290798
спутник,46,88.58049627152174,UNCATEGORIZED,3.4832609,7.3398943
митохондрия,67,88.70187237910449,SCIENCE,5.946225,2.866663
молибден,7,82.97233460142857,UNCATEGORIZED,4.890503,2.2980068
парфюм,14,91.29241333142855,UNCATEGORIZED,3.8060393,2.8236792
лексикон,5,90.12424569999999,UNCATEGORIZED,6.292407,6.4706764
число,41,89.54592701707318,UNCATEGORIZED,6.61096,7.958656
ракета,137,86.47328676372263,OBJECT_TECH,2.963894,6.40851
хлеб,192,85.46636411916666,FOOD,3.1684358,2.0640612
мамонт,15,89.27550655066666,UNCATEGORIZED,0.16203566,8.57992
материк,22,87.62920567681817,UNCATEGORIZED,4.710387,6.174511
ложка,189,83.25467482867724,OBJECT_HOME,2.6134744,1.6383983
золото,47,85.57678017191489,NATURE,4.4002786,2.5840077
солнцестояние,23,89.84646081999999,UNCATEGORIZED,7.2595315,7.9972196
кенгуру,52,90.47860610403849,ANIMAL,0.037819847,8.464798
камень,196,84.36091351627552,NATURE,3.5367074,3.3161304
циклоп,7,88.33487572571427,UNCATEGORIZED,1.1278069,8.751682
иволга,11,89.35529763727271,UNCATEGORIZED,-0.02516523,7.8233237
чаруса,1,84.22766164,UNCATEGORIZED,1.1084366,7.02768
колонна,23,90.37530869086957,UNCATEGORIZED,5.177192,8.474046
палитра,24,87.14510475375,UNCATEGORIZED,6.261379,5.4028625
апокалипсис,28,90.41574694285714,UNCATEGORIZED,6.8762836,6.7571054
радуга,101,87.76848007475247,NATURE,4.671266,4.896286
кот,657,83.0603223575799,ANIMAL,0.054886926,8.582428
трамвай,58,88.68130821086207,OBJECT_TECH,3.615317,7.589474
олигарх,4,87.840256335,UNCATEGORIZED,2.9250762,9.843573
синхрофазотрон,96,88.75865787979166,OBJECT_TECH,2.9962595,5.807048
елка,57,85.54462611192984,NATURE,4.400713,4.930956
политология,3,93.07316340333334,UNCATEGORIZED,6.8874664,4.8070617
звезда,280,85.42258457807142,NATURE,4.4820104,4.963367
сырок,4,78.9633783775,UNCATEGORIZED,2.9219332,2.0811367
сорока,21,91.04168089285716,UNCATEGORIZED,2.1513855,8.755555
срок,4,90.55943738,UNCATEGORIZED,7.0935125,8.246232
урок,52,87.38532301000001,ACTION_PROCESS,2.7545316,8.952525
урюк,13,88.47670870923078,UNCATEGORIZED,2.1300373,1.5555693
каюк,2,90.78659314500001,UNCATEGORIZED,6.2705126,6.3583527
каюта,5,91.444421672,UNCATEGORIZED,3.706143,6.4250917
ледник,31,88.97423234290322,UNCATEGORIZED,4.4224377,5.686053
мясник,2,90.80865261,UNCATEGORIZED,2.510528,9.685183
дневник,5,92.670136864,UNCATEGORIZED,6.09657,7.2220283
черника,6,69.21591544166667,UNCATEGORIZED,1.7582264,1.5611382
корень,60,86.00165880900002,NATURE,2.2661166,1.9456012
стрекоза,25,85.2164576216,UNCATEGORIZED,0.0010952904,8.034861
бирюза,7,89.26195000428571,UNCATEGORIZED,4.2693787,1.3678386
молоко,225,86.32905655364443,FOOD,3.384883,1.7612362
энциклопедия,26,89.16290916,UNCATEGORIZED,6.147472,7.122003
барсук,13,88.95975678615385,UNCATEGORIZED,0.12200431,8.32129
кислород,53,91.01842264415096,SCIENCE,4.7845917,2.2191927
нота,77,90.16013415935065,ART_CULTURE,5.798575,6.766841
диван,185,83.0515499938919,OBJECT_HOME,2.8528628,4.59987
человек,218,83.6293223971101,PERSON,2.0923448,8.757554
косоглазие,5,94.480093332,UNCATEGORIZED,8.096293,3.0627737
потолок,59,84.0315462018644,OBJECT_HOME,3.99073,5.1893353
двоевластие,1,90.48767839,UNCATEGORIZED,8.218722,5.567859
варежка,25,89.01190918039998,UNCATEGORIZED,2.932776,3.7438748
фанфара,5,92.90096256,UNCATEGORIZED,1.1501936,7.0937057
облако,299,86.5140620958194,NATURE,4.8863816,4.62602
паранойя,15,89.99334053066666,UNCATEGORIZED,8.364939,3.3994102
климакс,12,87.97608235666667,UNCATEGORIZED,7.8694186,3.1997974
бережливость,3,93.95079688,UNCATEGORIZED,9.761613,4.9810667
кран,74,84.72476473675675,OBJECT_HOME,2.8733115,5.18054
дрянь,11,90.28937588,UNCATEGORIZED,0.6605877,9.183911
переход,14,91.18015169499999,UNCATEGORIZED,7.3741035,6.776829
девственность,6,89.58277344666668,UNCATEGORIZED,9.588621,5.3872547
лаборатория,12,87.68271178416666,UNCATEGORIZED,4.8921027,7.207519
треуголка,3,89.08694730333333,UNCATEGORIZED,1.8083905,3.4601142
фикция,14,88.64785704142857,UNCATEGORIZED,7.0989494,5.628425
череп,16,86.601856775625,UNCATEGORIZED,3.977142,3.760569
пионер,22,91.08992917136364,UNCATEGORIZED,2.2359715,9.977069
тревожность,14,88.97412380928573,UNCATEGORIZED,8.737309,4.039381
отрочество,6,90.34668166666667,UNCATEGORIZED,8.712308,5.666582
суп,97,84.3502287528866,FOOD,3.1345952,1.8738782
эмпатия,46,87.86423490021738,UNCATEGORIZED,8.09101,4.4386625
эльф,26,90.42068419923079,UNCATEGORIZED,1.7607049,8.9080715
стул,431,81.82519088902552,OBJECT_HOME,2.8636098,4.6484814
озеро,89,85.73317316494382,NATURE,4.5169005,5.7989206
вертолет,64,88.83089276140625,OBJECT_TECH,3.113305,7.1258373
буханка,9,83.55386129000001,UNCATEGORIZED,3.0060008,2.4140422
болезнь,56,86.66613060732142,ABSTRACT,7.8508654,2.666362
ножницы,70,87.73667123328572,OBJECT_HOME,2.364262,4.456949
абстракционизм,14,89.31962602285714,UNCATEGORIZED,7.984633,4.3126245
пингвин,83,89.61358530566264,ANIMAL,-0.09275783,8.2422
монтаж,6,91.49667695666666,UNCATEGORIZED,7.0509377,5.8742933
говно,81,80.82008136950617,BODY,0.6535969,9.299459
огурец,132,83.64044438250001,FOOD,2.4434013,1.5545359
философия,98,89.47658389846937,ABSTRACT,7.3369617,5.311705
лев,58,86.21493779827586,ANIMAL,0.031277232,8.592963
окружность,11,88.69442044090908,UNCATEGORIZED,5.6768293,4.709256
нора,29,87.87494229137928,UNCATEGORIZED,-0.10131145,6.676445
поле,187,86.1964404193048,PLACE,4.671396,5.5751295
сок,52,84.41581771192308,FOOD,3.5010269,1.7026563
кишечник,31,89.33580189322579,UNCATEGORIZED,4.9396,3.3971908
таймер,19,88.25934326842105,UNCATEGORIZED,2.7571151,5.9085174
водород,31,86.64338327580647,UNCATEGORIZED,4.89813,2.269573
археология,8,91.20872291875,UNCATEGORIZED,6.9511633,4.7744036
космос,510,87.81101094829413,PLACE,4.0901065,6.994187
ястреб,7,89.72936916571429,UNCATEGORIZED,-0.17695567,8.081873
ребенок,102,83.24239452294118,PERSON,2.0231643,8.506099
цвет,78,84.76317392448719,ABSTRACT,4.2077007,3.70499
береза,65,84.68336709984615,NATURE,1.6528641,2.0424082
инквизиция,10,88.88653771400001,UNCATEGORIZED,5.994099,7.589822
мыло,107,87.23911489074766,OBJECT_HOME,3.5649645,2.7589629
небо,563,84.58532124927176,NATURE,4.9780207,4.7743416
акула,60,87.09648109400001,ANIMAL,0.22074954,7.4412413
папоротник,18,87.5096423188889,UNCATEGORIZED,2.0335937,2.288924
рыцарь,33,88.88934055757576,UNCATEGORIZED,2.4886096,8.757776
ртуть,27,88.94115834851851,UNCATEGORIZED,4.6774144,2.3825207
стол,811,82.73666807319358,OBJECT_HOME,2.8384266,4.528193
лещ,11,78.18378835363637,UNCATEGORIZED,0.22631139,5.1329103
бронх,2,89.76324229,UNCATEGORIZED,5.5359383,3.2455587
семя,31,88.86627057129034,UNCATEGORIZED,2.4607167,2.3142576
резинка,31,85.69031524354838,UNCATEGORIZED,3.3467872,3.5342424
филогенез,1,88.00616702,UNCATEGORIZED,7.358417,4.589055
корова,219,83.654657246621,ANIMAL,0.2558448,8.842694
коннотация,10,88.959358391,UNCATEGORIZED,7.05414,4.6506624
туесок,7,86.43747869857143,UNCATEGORIZED,2.6327744,4.3720922
вода,292,81.02875790708904,NATURE,4.8581514,4.3216457
метеор,14,87.7445111407143,UNCATEGORIZED,3.2478845,7.0226088
крипта,9,91.23167137444445,UNCATEGORIZED,4.271356,6.165947
шапка,58,86.58386527275862,OBJECT_HOME,1.8616117,3.443411
инверсия,8,88.29729388749999,UNCATEGORIZED,7.4532323,4.4416146
икра,22,89.68415895045455,UNCATEGORIZED,2.9467719,2.0383852
дискотека,10,87.31242989699999,UNCATEGORIZED,6.571571,6.7636714
удар,19,90.24735952105263,UNCATEGORIZED,5.3521767,6.035991
печаль,29,86.69649652379313,UNCATEGORIZED,9.645609,5.991778
политика,41,91.08176335390243,UNCATEGORIZED,7.312433,5.865283
шпилька,7,87.66676436,UNCATEGORIZED,2.9717877,3.876239
книга,382,84.75796899361256,ART_CULTURE,6.290166,7.089905
обои,49,87.05954661612243,OBJECT_HOME,3.855938,3.751699
подушка,137,85.5063382439416,OBJECT_HOME,2.5890818,3.9629242
фонарь,95,85.77399242452633,OBJECT_HOME,3.184527,5.1736474
кубок,13,88.70528151615385,UNCATEGORIZED,3.6496742,2.073984
рибосома,13,85.41490900384616,UNCATEGORIZED,5.9856024,2.7676349
бричка,4,90.0348252425,UNCATEGORIZED,3.2973878,7.83303
шмон,7,90.73801037999999,UNCATEGORIZED,7.013423,6.279523
штепсель,5,88.986902414,UNCATEGORIZED,2.71683,5.4364853
агломерация,14,90.21157669571427,UNCATEGORIZED,6.776527,3.293542
короста,12,89.5762713875,UNCATEGORIZED,5.0399756,3.665502
бренди,1,87.69843731,UNCATEGORIZED,3.6523547,1.7470753
планктон,18,90.46957712944445,UNCATEGORIZED,5.1177278,2.4657145
здание,50,86.63302819880002,PLACE,4.517589,6.3772063
полоска,5,89.159110676,UNCATEGORIZED,4.5852003,4.9734507
выбоина,3,88.82018117,UNCATEGORIZED,4.242096,4.94138
шутка,17,86.72781412294118,UNCATEGORIZED,7.3115573,6.2630105
суша,8,88.6834365075,UNCATEGORIZED,4.7135067,5.506971
прогулка,17,86.94319198764705,UNCATEGORIZED,6.999696,6.568664
апелляция,13,89.79944988076925,UNCATEGORIZED,6.833798,7.1867876
сегрегация,6,89.09110817,UNCATEGORIZED,7.969888,4.9421315
одежда,40,82.88988589225,UNCATEGORIZED,1.8763337,3.3858287
молекула,102,88.5437670304902,SCIENCE,5.690106,2.9150617
поведение,6,91.28336314,UNCATEGORIZED,8.359935,6.963742
отрешенность,4,90.83493127,UNCATEGORIZED,9.837554,5.3420835
возможность,19,91.72821369789476,UNCATEGORIZED,8.0920515,7.2518635
козодой,6,91.74680890833334,UNCATEGORIZED,0.107171856,7.814097
тессеракт,2,94.58336765499999,UNCATEGORIZED,1.4431907,6.8092747
хмель,5,93.99936738199999,UNCATEGORIZED,2.1592932,1.7806743
эксгумация,6,93.58348500333334,UNCATEGORIZED,6.994242,4.8528805
ливень,15,92.46954035666667,UNCATEGORIZED,5.277376,4.8054633
дыра,50,88.42646722459999,OBJECT_HOME,4.512027,5.0534024
собака,736,83.33686409296195,ANIMAL,-0.13583125,8.763656
магазин,60,85.18606420900001,PLACE,4.136574,7.0478377
город,134,85.33579358477613,PLACE,4.57109,6.7865267
спорт,57,86.0140634059649,ACTION_PROCESS,4.378813,8.121199
путешествие,76,87.00208451473685,ABSTRACT,7.76085,6.729545
родитель,19,86.43274854736842,UNCATEGORIZED,2.3395905,8.55232
атом,121,88.53772999363636,SCIENCE,5.667065,2.864783
панцырь,3,87.24000495333333,UNCATEGORIZED,2.1027954,4.0618114
лопата,92,85.19680106163044,OBJECT_HOME,2.2500815,4.628703
бег,48,85.98620403770833,ACTION_PROCESS,5.571432,6.4059777
архимандрит,5,88.391686608,UNCATEGORIZED,2.3254561,9.572759
искра,22,87.9972461359091,UNCATEGORIZED,4.6050467,4.59956
земноводное,2,85.20691413,UNCATEGORIZED,0.5786563,8.363914
тарелка,133,81.57860876759399,OBJECT_HOME,3.170892,4.120993
террорист,3,93.33459488666666,UNCATEGORIZED,1.8361031,9.743558
ручка,208,82.39231173846154,OBJECT_HOME,3.2474067,4.345967
шиншилла,16,86.06678891062501,UNCATEGORIZED,0.3089272,8.050957
крик,53,88.87097641962262,EMOTION,5.760303,5.983462
ком,14,91.89495981142859,UNCATEGORIZED,3.6754491,4.453926
кожа,70,91.54933653042859,BODY,3.8491204,3.5580716
кулон,7,91.31857796714284,UNCATEGORIZED,3.0211518,3.7508016
килограмм,20,91.2519477685,UNCATEGORIZED,4.3698535,4.3146224
карбон,5,85.744122152,UNCATEGORIZED,1.5151789,6.268429
кум,10,88.81056449600001,UNCATEGORIZED,2.152252,8.448536
теология,7,93.49997733142857,UNCATEGORIZED,7.284818,4.969288
ужас,30,91.30955560699998,UNCATEGORIZED,9.545814,6.2395
предводитель,1,98.6198853,UNCATEGORIZED,2.3894718,9.145406
кинотеатр,16,90.62987527749999,UNCATEGORIZED,4.2074533,7.180455
шкурка,5,88.246955274,UNCATEGORIZED,3.6584895,3.418094
клептомания,6,91.85971998833332,UNCATEGORIZED,7.991316,3.29448
профсоюз,1,100.4903027,UNCATEGORIZED,5.2042193,7.7885017
белизна,28,89.35383203000002,UNCATEGORIZED,5.239649,4.419215
электростанция,19,87.9873100468421,UNCATEGORIZED,3.8959823,5.799042
помада,45,87.84658054911112,UNCATEGORIZED,3.5632691,3.1786335
альцгеймер,11,90.13776694545454,UNCATEGORIZED,7.686198,2.9634047
единица,9,77.04302988888888,UNCATEGORIZED,4.5418477,4.468137
тупость,8,89.8007929725,UNCATEGORIZED,9.282611,5.137847
ель,30,83.766790142,UNCATEGORIZED,1.6712996,2.0498579
крючок,17,86.86163087647058,UNCATEGORIZED,1.8384237,5.083142
метелица,1,97.21941887,UNCATEGORIZED,5.3219976,4.4869757
самосознание,5,93.32049594600001,UNCATEGORIZED,8.460358,5.7174993
отпуск,26,89.54182440538463,UNCATEGORIZED,7.07575,8.0214405
гель,16,89.3714942275,UNCATEGORIZED,3.8748362,2.5254576
яблоко,376,84.47678714944148,FOOD,2.4504032,1.6515381
пол,115,81.76699056591305,OBJECT_HOME,3.4767811,4.272077
рубашка,49,85.28646075591837,OBJECT_HOME,1.7673893,3.4001637
солнце,537,84.19368570899441,NATURE,4.886032,4.741654
телефон,248,84.14610447141129,OBJECT_TECH,3.1794221,6.2339325
грусть,51,86.99963337960783,EMOTION,9.622373,5.983404
шарнир,12,91.90626023583333,UNCATEGORIZED,2.8407872,5.2539754
шаль,10,92.22203296400001,UNCATEGORIZED,1.9471978,3.6288617
шепот,24,92.39197476208335,UNCATEGORIZED,5.7447915,5.950372
широта,20,83.932277616,UNCATEGORIZED,9.338754,4.640961
шик,7,90.59185414,UNCATEGORIZED,9.195008,5.126748
шаман,7,90.40287677857143,UNCATEGORIZED,2.18977,9.088451
шлак,22,89.67224823363637,UNCATEGORIZED,4.172793,3.1074922
лебедь,31,89.72289420129032,UNCATEGORIZED,-0.1895206,8.058115
метеорит,45,89.30589516133332,UNCATEGORIZED,3.2597604,6.9044743
зубочистка,20,86.4780089805,UNCATEGORIZED,3.1661444,4.2844143
соль,96,86.165050016875,FOOD,2.769209,1.4805743
холоп,9,88.95317446555555,UNCATEGORIZED,2.2040915,9.291229
пушка,41,87.03412005195122,UNCATEGORIZED,2.14157,5.2594376
гном,62,89.86308358048389,PERSON,1.6837482,8.927704
гумус,3,92.05952541666666,UNCATEGORIZED,4.319373,2.7429018
палец,73,86.69655873397261,BODY,3.4862068,3.7779071
углерод,9,89.27553413111112,UNCATEGORIZED,4.8790846,2.2664874
препятствие,9,89.98453041777778,UNCATEGORIZED,4.561114,5.5090847
ад,29,87.52245934620689,UNCATEGORIZED,4.639103,6.226696
кредо,12,92.25638981583332,UNCATEGORIZED,8.262386,6.1980314
усилитель,6,87.54019848666667,UNCATEGORIZED,2.9489346,5.7980356
окно,252,83.40097095107143,OBJECT_HOME,3.9690945,5.421634
мышление,37,90.2668073710811,UNCATEGORIZED,8.624665,6.375147
плеть,11,89.90699858545455,UNCATEGORIZED,2.1716707,4.3262496
кристалл,37,90.51249761864864,UNCATEGORIZED,3.1003282,3.8646462
йогурт,43,88.10506006976743,UNCATEGORIZED,2.992039,1.6155926
акрил,13,91.22171949000001,UNCATEGORIZED,4.2236514,2.8304553
кактус,89,87.18910702292136,NATURE,1.8947319,2.2869244
пицца,45,88.09160907911111,UNCATEGORIZED,3.090117,1.8714098
синус,58,90.25122401034484,SCIENCE,5.825378,4.1676917
парсек,15,90.09840125266668,UNCATEGORIZED,4.315249,4.672309
гараж,47,90.1389440106383,OBJECT_HOME,3.908451,6.6742043
удивление,20,92.14137705899999,UNCATEGORIZED,9.605151,6.2782226
мех,24,88.81731724625001,UNCATEGORIZED,3.7429056,3.399248
чувствительность,15,91.89335603666665,UNCATEGORIZED,9.29576,4.85071
дезодорант,12,88.07004046416667,UNCATEGORIZED,3.804522,2.6797853
калина,8,90.24861733,UNCATEGORIZED,1.6843071,1.7568684
общение,5,82.62245889600001,UNCATEGORIZED,8.035392,6.6970253
тапер,2,94.353748025,UNCATEGORIZED,3.3505232,9.556568
астрал,12,90.3085084325,UNCATEGORIZED,2.8010206,6.562408
лощина,1,95.60372654,UNCATEGORIZED,4.5227723,5.5401373
куртка,63,85.04197459507937,OBJECT_HOME,1.7530707,3.450159
лом,51,87.96145220725488,OBJECT_HOME,2.0735192,4.7742047
индивидуальность,8,89.0006919425,UNCATEGORIZED,8.871501,5.1342006
бытие,18,90.09957136944446,UNCATEGORIZED,8.343504,6.221835
лужа,57,87.69090128736842,NATURE,4.7540045,4.3538923
ишак,8,89.62909553125,UNCATEGORIZED,0.33443582,9.014879
варение,37,89.8281806572973,UNCATEGORIZED,6.555173,3.7056599
луч,31,84.83041326903226,UNCATEGORIZED,4.529723,4.7114983
трактор,96,87.88414567135415,OBJECT_TECH,3.357373,7.428352
кошка,575,82.63435239986086,ANIMAL,0.038685877,8.44396
бустер,6,89.67019856333333,UNCATEGORIZED,1.3769038,6.8924956
гром,34,88.93281208823528,UNCATEGORIZED,5.426437,5.449671
склад,6,90.90180750333333,UNCATEGORIZED,4.09881,6.580015
хрен,47,88.32499298361702,FOOD,0.7308535,9.388127
гармонь,8,90.37092294125,UNCATEGORIZED,4.063613,7.957386
бункер,2,92.54642101499999,UNCATEGORIZED,4.035864,6.3871336
суицид,16,89.55859333625,UNCATEGORIZED,8.206196,5.4317336
метель,25,89.8660524368,UNCATEGORIZED,5.3534203,4.562941
круиз,20,88.44295971300001,UNCATEGORIZED,5.7760677,7.1217875
обруч,18,90.76313453277777,UNCATEGORIZED,2.6163998,4.052324
сарай,16,83.354577600625,UNCATEGORIZED,3.9724615,6.587883
земля,217,82.13367772276497,NATURE,4.783029,5.3675733
высота,22,89.44339907318181,UNCATEGORIZED,5.790946,5.005325
бездна,25,90.0887776388,UNCATEGORIZED,4.927006,5.086858
горе,23,88.02713227086959,UNCATEGORIZED,9.604494,6.094316
радость,143,87.09546265447553,EMOTION,9.540555,6.122916
офорт,5,83.34136224400001,UNCATEGORIZED,5.278061,5.4575615
экзоскелет,7,85.18570154142857,UNCATEGORIZED,2.1371357,4.117951
профурсетка,6,88.35609070333334,UNCATEGORIZED,2.1040876,7.240322
флажогод,2,86.052390395,UNCATEGORIZED,1.437701,7.211632
крага,3,85.64644600666666,UNCATEGORIZED,0.8599925,6.518943
балясина,14,85.64374301071429,UNCATEGORIZED,3.9847846,5.1485453
седло,17,88.01526508470587,UNCATEGORIZED,2.176082,4.375586
хара,5,86.26069615600002,UNCATEGORIZED,0.19344018,6.6689253
полет,62,89.49558194080647,ACTION_PROCESS,5.6636105,6.6307316
эпистемология,4,80.83796735,UNCATEGORIZED,7.111995,4.4875994
глюон,11,85.68954595545455,UNCATEGORIZED,5.5741353,2.9663322
супрематизм,13,86.77494264230769,UNCATEGORIZED,8.073773,4.2999835
фаллос,7,84.25390730000001,UNCATEGORIZED,4.7892494,3.6568933
бозон,28,88.22130402785716,UNCATEGORIZED,5.6848135,2.884096
существительное,134,89.43651866216419,ABSTRACT,6.158226,5.405765
канделябр,43,88.67552891534883,UNCATEGORIZED,3.0561912,4.8539557
фокусник,7,86.28714117142859,UNCATEGORIZED,2.321674,9.492159
сотка,2,87.472294975,UNCATEGORIZED,4.1226325,4.4521947
гуашь,18,89.95313820333334,UNCATEGORIZED,3.7568378,3.2856262
клапан,15,92.16426648666668,UNCATEGORIZED,2.8652236,5.363649
пюре,24,83.30206338166666,UNCATEGORIZED,3.134434,1.7453034
ригель,2,91.514502205,UNCATEGORIZED,1.9983327,6.865348
истерика,21,91.21824812761905,UNCATEGORIZED,8.308484,3.4314952
экстремум,7,87.4667354057143,UNCATEGORIZED,6.975086,3.9250424
маркетри,4,90.01932667,UNCATEGORIZED,5.873597,4.353461
столб,67,85.88171101567166,OBJECT_HOME,4.05278,5.078338
пружина,13,87.31192214769231,UNCATEGORIZED,2.9647253,4.750487
самокат,31,88.19799507677419,UNCATEGORIZED,3.221077,7.402078
холст,20,86.4555293335,UNCATEGORIZED,3.6002638,3.8412263
мусорк,17,88.36819125117646,UNCATEGORIZED,3.9462552,5.8846455
мел,39,88.2468409297436,UNCATEGORIZED,4.0117154,2.7701914
равнина,7,87.20045796285716,UNCATEGORIZED,4.6518188,5.5436907
гора,193,84.48954198435233,NATURE,4.398725,5.562738
река,150,83.36985233393332,NATURE,4.6618934,5.7108507
берег,32,88.9103123615625,UNCATEGORIZED,4.507354,6.0539217
зима,115,85.37172671243478,NATURE,5.4317923,4.611686
лето,74,84.9122386941892,NATURE,7.1784577,8.497264
нога,133,83.48268198315787,BODY,3.8063648,3.760102
колесо,126,86.34565545079364,OBJECT_HOME,2.8037567,5.071229
интуиция,32,90.5771355734375,UNCATEGORIZED,8.934053,6.170701
приказ,11,88.05919978909091,UNCATEGORIZED,7.6943097,7.5899954
мышь,164,84.03540359432927,ANIMAL,-0.049641404,8.277013
кресло,76,80.52024464973684,OBJECT_HOME,2.8443189,4.673185
буква,63,84.62987920920636,ABSTRACT,5.5866265,5.282984
осина,7,85.53155301714287,UNCATEGORIZED,1.6122435,2.0142846
крокодил,105,87.31505345923811,ANIMAL,0.15252852,8.328558
углепластик,2,88.37582789000001,UNCATEGORIZED,4.456759,3.1455078
дивергенция,49,90.08352217265305,SCIENCE,6.9780087,4.3928566
привод,1,86.74962725,UNCATEGORIZED,2.9251227,5.6112924
проскрипция,1,86.74962725,UNCATEGORIZED,7.871212,4.8289385
педагогика,6,88.99689000000001,UNCATEGORIZED,7.0093527,4.7818418
суффикс,32,88.53869463437499,UNCATEGORIZED,6.094993,5.2844954
навоз,21,84.79778335380952,UNCATEGORIZED,3.9906752,2.9625115
фрустрация,27,88.98371045925927,UNCATEGORIZED,8.5143795,4.4622383
азалия,3,85.60412917000001,UNCATEGORIZED,0.39587897,6.613206
дирижабль,47,87.58771892,OBJECT_TECH,3.0785556,7.0779414
чай,80,84.17850434512499,FOOD,3.524743,1.756379
покемон,38,93.52830447105262,UNCATEGORIZED,1.4640527,7.411891
вращение,6,89.44743832333334,UNCATEGORIZED,7.83063,5.7942657
кельт,3,91.30019525333334,UNCATEGORIZED,1.6207842,8.909663
бонг,5,87.601116862,UNCATEGORIZED,0.85275275,6.865118
ноготь,157,87.78791058898089,BODY,3.1218102,3.7253704
трансформатор,28,88.84590592749998,UNCATEGORIZED,3.0154707,5.5625005
этилен,6,88.85974491999998,UNCATEGORIZED,4.91349,2.360515
манга,14,91.18097057785714,UNCATEGORIZED,5.174092,7.2136555
горшок,39,88.05672056615383,UNCATEGORIZED,2.8266764,4.2877975
религия,54,89.11901695407406,ABSTRACT,7.4789505,5.5473495
саквояж,13,87.66390960846155,UNCATEGORIZED,2.4459593,4.306405
хворост,12,91.0955358975,UNCATEGORIZED,2.7110825,2.9208107
защитник,3,92.75555914333334,UNCATEGORIZED,3.3571165,9.256144
путч,3,93.26074903,UNCATEGORIZED,7.7092633,5.9618053
агроном,14,90.98158657714286,UNCATEGORIZED,2.842082,9.789153
депрессия,29,90.25265543586208,UNCATEGORIZED,8.429056,3.594757
благодать,13,89.18633984384617,UNCATEGORIZED,9.125752,6.3640614
парадокс,38,89.30015762315789,UNCATEGORIZED,7.6189566,6.662757
олень,50,88.04278916059998,ANIMAL,0.087130256,8.543096
сновидение,13,91.4641982153846,UNCATEGORIZED,8.719733,6.31277
крем,81,86.48560109271605,UNCATEGORIZED,3.675929,2.4942293
