word,dat_freq,corpus_freq,log_corpus_freq,zipf_freq,mean_score_contrib,in_vocab,dat_freq_rank,corpus_freq_rank
аба,1,3.47e-07,-6.459670525209126,2.54,0.9395764,True,11961.0,9607.0
абажур,18,2.82e-07,-6.549750891680639,2.45,0.9364398,True,1674.0,10314.0
аббатиса,1,1.35e-07,-6.8696662315049934,2.13,0.99428385,True,11961.0,12696.0
аббатство,21,1.2e-06,-5.920818753952375,3.08,1.0328046,True,1404.0,5703.0
аббревиатура,41,1.05e-06,-5.978810700930062,3.02,0.94115585,True,587.0,6093.0
абеляр,1,2e-07,-6.698970004336019,2.3,0.93384933,True,11961.0,11470.0
аберрация,13,1.82e-07,-6.739928612014925,2.26,0.9259378,True,2412.0,11768.0
абзац,15,1.74e-06,-5.7594507517174005,3.24,0.9884452,True,2073.0,4736.0
абие,2,0.0,,0.0,0.97341084,True,9435.0,16422.0
абитуриент,6,3.63e-07,-6.440093374963888,2.56,1.0186708,True,4962.0,9469.0
аболиционист,3,2.75e-08,-7.560667306169737,1.44,0.9441688,True,7747.0,15781.0
абонемент,8,1.74e-06,-5.7594507517174005,3.24,0.9664402,True,3876.0,4736.0
абонент,1,2.24e-06,-5.649751981665837,3.35,0.91407233,True,11961.0,4094.0
абордаж,5,5.01e-07,-6.300162274132754,2.7,0.9814363,True,5709.0,8380.0
абориген,17,2.4e-07,-6.619788758288394,2.38,0.966315,True,1787.0,10893.0
аборт,8,3.09e-06,-5.510041520575165,3.49,0.97054833,True,3876.0,3400.0
абразив,5,7.94e-08,-7.100179497572904,1.9,0.9707839,True,5709.0,14121.0
абракадабра,29,1.58e-07,-6.801342913045577,2.2,0.92430913,True,951.0,12203.0
абрек,1,1.29e-07,-6.889410289700751,2.11,0.9517489,True,11961.0,12813.0
абрикос,41,6.92e-07,-6.1598939055432425,2.84,0.90403587,True,587.0,7371.0
абрис,10,1.7e-07,-6.769551078621726,2.23,0.9821593,True,3149.0,11997.0
абс,1,1.26e-06,-5.8996294548824375,3.1,0.93123823,True,11961.0,5582.0
абсент,6,3.47e-07,-6.459670525209126,2.54,0.9819976,True,4962.0,9607.0
абсолют,20,1.45e-06,-5.838631997765025,3.16,0.94986266,True,1485.0,5234.0
абсолютизация,2,1.7e-08,-7.769551078621726,1.23,0.92376024,True,9435.0,16177.0
абсолютизм,8,1.82e-07,-6.739928612014925,2.26,0.9800852,True,3876.0,11768.0
абсорбция,3,1.41e-07,-6.85078088734462,2.15,0.9108124,True,7747.0,12531.0
абстиненция,4,2.75e-08,-7.560667306169737,1.44,0.86590576,True,6612.0,15781.0
абстрагирование,7,4.9e-08,-7.309803919971486,1.69,0.98858464,True,4372.0,15059.0
абстрактность,7,5.62e-08,-7.250263684430939,1.75,1.0008653,True,4372.0,14817.0
абстракционизм,14,1.41e-07,-6.85078088734462,2.15,0.9332237,True,2220.0,12531.0
абстракция,117,7.24e-07,-6.140261433802853,2.86,0.93993473,True,107.0,7224.0
абсурд,14,2.88e-06,-5.540607512240769,3.46,0.9700926,True,2220.0,3541.0
абсцесс,14,3.55e-07,-6.449771646944906,2.55,0.9588845,True,2220.0,9539.0
абсцисса,1,1.82e-08,-7.739928612014925,1.26,0.94539636,True,11961.0,16127.0
абхаз,1,1.45e-07,-6.838631997765025,2.16,0.9027192,True,11961.0,12460.0
абхазец,4,2.45e-08,-7.610833915635467,1.39,0.9238569,True,6612.0,15902.0
авангард,22,8.32e-06,-5.079876673709276,3.92,0.98032355,True,1328.0,1758.0
авангардизм,2,1.02e-07,-6.991399828238082,2.01,0.9416178,True,9435.0,13450.0
аванпост,2,1.91e-07,-6.718966632752273,2.28,0.8866153,True,9435.0,11624.0
аванс,6,2.82e-06,-5.549750891680639,3.45,0.965719,True,4962.0,3589.0
авансцена,4,3.02e-08,-7.519993057042849,1.48,0.9359493,True,6612.0,15690.0
авантюра,5,6.76e-07,-6.1700533040583645,2.83,0.9565259,True,5709.0,7445.0
авантюрист,1,8.91e-07,-6.050122295963125,2.95,1.0172572,True,11961.0,6591.0
авария,11,1.29e-05,-4.889410289700751,4.11,0.9656172,True,2872.0,1258.0
аватар,6,2.57e-06,-5.590066876668706,3.41,0.9512448,True,4962.0,3787.0
авгур,1,1.35e-07,-6.8696662315049934,2.13,0.86254305,True,11961.0,12696.0
август,15,1.91e-05,-4.718966632752273,4.28,0.901218,True,2073.0,904.0
авеню,3,4.9e-06,-5.309803919971486,3.69,1.0383446,True,7747.0,2520.0
аверс,3,1.78e-07,-6.749579997691106,2.25,0.92637515,True,7747.0,11856.0
авиабилет,3,4.17e-07,-6.379863945026242,2.62,0.9811236,True,7747.0,9005.0
авиабомба,1,1.29e-07,-6.889410289700751,2.11,0.9451394,True,11961.0,12813.0
авиакомпания,1,7.41e-06,-5.130181792020672,3.87,1.0349456,True,11961.0,1896.0
авиалайнер,2,1.78e-06,-5.749579997691106,3.25,0.98007584,True,9435.0,4685.0
авианосец,7,2.19e-06,-5.6595558851598815,3.34,0.993214,True,4372.0,4172.0
авиаперевозчик,1,2.51e-07,-6.600326278518962,2.4,0.95084494,True,11961.0,10740.0
авиапром,1,1.86e-07,-6.730487055782084,2.27,0.88578814,True,11961.0,11706.0
авиастроение,1,1.86e-07,-6.730487055782084,2.27,0.8897926,True,11961.0,11706.0
авиатор,2,5.62e-07,-6.250263684430939,2.75,0.97950774,True,9435.0,8031.0
авиация,8,9.33e-06,-5.0301183562535,3.97,0.9985978,True,3876.0,1623.0
авизо,1,1.41e-07,-6.85078088734462,2.15,0.9174206,True,11961.0,12531.0
авионика,1,7.76e-08,-7.110138278741812,1.89,0.8693974,True,11961.0,14180.0
авит,1,3.39e-08,-7.4698003017969175,1.53,0.9336937,True,11961.0,15557.0
авокадо,16,1.29e-06,-5.889410289700751,3.11,0.9489091,True,1928.0,5519.0
авоська,5,1.38e-07,-6.860120913598763,2.14,0.90955025,True,5709.0,12612.0
аврал,5,3.98e-07,-6.400116927926312,2.6,0.9896874,True,5709.0,9141.0
аврора,4,3.72e-06,-5.429457060118103,3.57,0.9302352,True,6612.0,3035.0
австралиец,2,1.02e-06,-5.991399828238082,3.01,0.9874048,True,9435.0,6157.0
австралопитек,13,5.13e-08,-7.289882634888183,1.71,0.9325267,True,2412.0,14986.0
австрия,2,6.76e-06,-5.1700533040583645,3.83,0.963119,True,9435.0,2019.0
австрияк,2,0.0,,0.0,0.89953756,True,9435.0,16422.0
авто,6,1.82e-05,-4.739928612014925,4.26,0.83761495,True,4962.0,939.0
автобан,2,2.88e-07,-6.540607512240769,2.46,0.893215,True,9435.0,10248.0
автобус,89,3.47e-05,-4.459670525209126,4.54,0.93738204,True,184.0,504.0
автоген,2,4.37e-08,-7.359518563029578,1.64,0.9628146,True,9435.0,15238.0
автограф,3,5.25e-06,-5.279840696594043,3.72,0.9775788,True,7747.0,2397.0
автодром,2,5.75e-07,-6.2403321553103694,2.76,1.0260317,True,9435.0,7956.0
автожир,2,5.37e-08,-7.270025714300444,1.73,0.9679882,True,9435.0,14901.0
автозак,3,3.39e-07,-6.4698003017969175,2.53,0.9464644,True,7747.0,9689.0
автозаправка,2,9.55e-08,-7.019996628416254,1.98,0.9446495,True,9435.0,13643.0
автозапчасть,2,5.89e-08,-7.229884705212898,1.77,0.9800901,True,9435.0,14721.0
автоинспекция,1,5.37e-08,-7.270025714300444,1.73,0.9382401,True,11961.0,14901.0
автокатастрофа,1,3.39e-07,-6.4698003017969175,2.53,0.9166927,True,11961.0,9689.0
автокефалия,2,9.77e-08,-7.0101054362812265,1.99,0.9650381,True,9435.0,13586.0
автоклав,5,9.55e-08,-7.019996628416254,1.98,0.96388024,True,5709.0,13643.0
автокран,1,3.39e-07,-6.4698003017969175,2.53,0.9517458,True,11961.0,9689.0
автократ,1,1.32e-08,-7.87942606879415,1.12,0.82050467,True,11961.0,16298.0
автократия,7,8.71e-08,-7.059981844992337,1.94,0.9491549,True,4372.0,13882.0
автолюбитель,1,3.8e-07,-6.42021640338319,2.58,0.87529063,True,11961.0,9310.0
автомагистраль,4,3.8e-07,-6.42021640338319,2.58,0.8856954,True,6612.0,9310.0
автомастерская,1,9.55e-08,-7.019996628416254,1.98,0.93644446,True,11961.0,13643.0
автомат,33,1.15e-05,-4.939302159646388,4.06,0.9477482,True,797.0,1402.0
автоматизация,10,2.82e-06,-5.549750891680639,3.45,0.9497364,True,3149.0,3589.0
автоматика,1,1.38e-06,-5.860120913598763,3.14,0.984459,True,11961.0,5348.0
автомашина,1,4.37e-07,-6.359518563029578,2.64,0.64043576,True,11961.0,8827.0
автомобилестроение,1,3.89e-07,-6.410050398674292,2.59,0.9583842,True,11961.0,9216.0
автомобилист,1,3.02e-06,-5.519993057042849,3.48,0.91231066,True,11961.0,3441.0
автомобиль,234,4.57e-05,-4.34008379993015,4.66,0.92472017,True,27.0,377.0
автомойка,3,3.72e-07,-6.429457060118103,2.57,0.99213314,True,7747.0,9401.0
автономия,9,1.58e-06,-5.801342913045578,3.2,0.97937006,True,3469.0,4983.0
автономность,1,7.08e-07,-6.149966742310231,2.85,0.9034751,True,11961.0,7302.0
автопилот,2,1.29e-06,-5.889410289700751,3.11,0.9273782,True,9435.0,5519.0
автопортрет,1,1.05e-06,-5.978810700930062,3.02,1.011952,True,11961.0,6093.0
автопром,1,8.32e-07,-6.079876673709276,2.92,0.8841664,True,11961.0,6795.0
автор,7,0.000135,-3.869666231504994,5.13,0.93001,True,4372.0,89.0
авторизация,4,3.02e-07,-6.519993057042849,2.48,0.9654644,True,6612.0,10094.0
авторитаризм,4,3.63e-07,-6.440093374963888,2.56,0.92625433,True,6612.0,9469.0
авторитарность,2,3.24e-08,-7.489454989793388,1.51,0.93680197,True,9435.0,15619.0
авторитет,2,1.02e-05,-4.991399828238082,4.01,0.9386396,True,9435.0,1529.0
авторство,2,1.82e-06,-5.739928612014925,3.26,0.9949066,True,9435.0,4633.0
авторучка,5,1.29e-07,-6.889410289700751,2.11,0.9370215,True,5709.0,12813.0
автослесарь,1,1.07e-07,-6.97061622231479,2.03,0.94704723,True,11961.0,13311.0
автостоп,5,1.82e-07,-6.739928612014925,2.26,0.93031377,True,5709.0,11768.0
автострада,7,3.47e-07,-6.459670525209126,2.54,0.8870484,True,4372.0,9607.0
автохтон,1,2.57e-08,-7.590066876668706,1.41,0.89076406,True,11961.0,15854.0
автошкола,3,3.24e-07,-6.489454989793388,2.51,1.0494833,True,7747.0,9853.0
ага,16,5.01e-05,-4.300162274132754,4.7,1.0988187,True,1928.0,339.0
агава,1,1.78e-07,-6.749579997691106,2.25,0.9546339,True,11961.0,11856.0
агат,6,5.5e-07,-6.259637310505756,2.74,0.9637894,True,4962.0,8101.0
агглютинация,1,6.03e-08,-7.219682687859849,1.78,0.9032083,True,11961.0,14681.0
агент,6,2.51e-05,-4.600326278518962,4.4,0.97639656,True,4962.0,706.0
агентство,1,2.4e-05,-4.619788758288394,4.38,1.0650611,True,11961.0,724.0
агентура,1,3.16e-07,-6.5003129173815966,2.5,0.9843982,True,11961.0,9934.0
агиография,1,4.37e-08,-7.359518563029578,1.64,0.92728835,True,11961.0,15238.0
агитация,2,1.95e-06,-5.709965388637482,3.29,0.94322115,True,9435.0,4466.0
агломерация,14,2.63e-07,-6.580044251510242,2.42,0.965573,True,2220.0,10566.0
агнец,2,5.01e-07,-6.300162274132754,2.7,0.93297726,True,9435.0,8380.0
агнозия,6,4.27e-08,-7.369572124974976,1.63,0.9561442,True,4962.0,15265.0
агностик,10,1.7e-07,-6.769551078621726,2.23,0.9193608,True,3149.0,11997.0
агностицизм,2,1.02e-07,-6.991399828238082,2.01,0.98233527,True,9435.0,13450.0
агония,13,7.94e-07,-6.100179497572904,2.9,0.97318226,True,2412.0,6950.0
агора,1,2.82e-07,-6.549750891680639,2.45,0.91042775,True,11961.0,10314.0
агорафобия,1,4.68e-08,-7.329754146925876,1.67,0.90906626,True,11961.0,15122.0
аграрий,10,1.05e-07,-6.978810700930062,2.02,0.9756421,True,3149.0,13373.0
агрегат,7,3.24e-06,-5.489454989793388,3.51,0.93998194,True,4372.0,3297.0
агрегация,2,9.12e-08,-7.0400051616715835,1.96,0.9756327,True,9435.0,13759.0
агрессивность,2,9.33e-07,-6.0301183562535,2.97,1.0190221,True,9435.0,6427.0
агрессия,6,3.63e-06,-5.440093374963888,3.56,0.9800118,True,4962.0,3076.0
агрессор,3,6.92e-07,-6.1598939055432425,2.84,0.96824116,True,7747.0,7371.0
агроном,14,2.19e-06,-5.6595558851598815,3.34,0.9748467,True,2220.0,4172.0
агрономия,1,1.78e-07,-6.749579997691106,2.25,1.0237778,True,11961.0,11856.0
агути,1,5.13e-08,-7.289882634888183,1.71,0.9981639,True,11961.0,14986.0
ад,29,3.39e-05,-4.4698003017969175,4.53,0.9452967,True,951.0,521.0
адаптация,7,3.24e-06,-5.489454989793388,3.51,0.95341,True,4372.0,3297.0
адаптер,1,7.41e-07,-6.130181792020672,2.87,0.9857177,True,11961.0,7153.0
адаптивность,1,1.29e-07,-6.889410289700751,2.11,1.0090085,True,11961.0,12813.0
адвент,1,9.33e-08,-7.0301183562535,1.97,0.8628935,True,11961.0,13701.0
адвокат,16,4.17e-05,-4.379863945026242,4.62,0.993402,True,1928.0,420.0
аддикция,5,1.48e-08,-7.8297382846050425,1.17,0.92187935,True,5709.0,16242.0
адекватность,6,8.32e-07,-6.079876673709276,2.92,0.9856883,True,4962.0,6795.0
аденин,2,1e-07,-7.0,2.0,0.95281124,True,9435.0,13519.0
аденоид,7,0.0,,0.0,0.9675428,True,4372.0,16422.0
адепт,7,3.63e-07,-6.440093374963888,2.56,0.97158635,True,4372.0,9469.0
аджика,2,6.76e-08,-7.1700533040583645,1.83,0.9440029,True,9435.0,14457.0
адидас,1,2.34e-07,-6.6307841425898575,2.37,0.99376893,True,11961.0,10967.0
админ,1,1.66e-07,-6.779891911959945,2.22,0.9895709,True,11961.0,12066.0
администратор,3,4.68e-06,-5.329754146925876,3.67,1.0158372,True,7747.0,2598.0
администрация,7,2.57e-05,-4.590066876668706,4.41,1.0076777,True,4372.0,691.0
адмирал,2,1.48e-05,-4.8297382846050425,4.17,1.0550419,True,9435.0,1123.0
адреналин,19,2.29e-06,-5.640164517660112,3.36,0.96443665,True,1575.0,4035.0
адрес,7,6.46e-05,-4.189767482004916,4.81,0.96637964,True,4372.0,254.0
адресат,1,4.9e-07,-6.309803919971486,2.69,0.9797132,True,11961.0,8440.0
адрон,1,5.13e-08,-7.289882634888183,1.71,0.94756,True,11961.0,14986.0
адъютант,9,2.24e-06,-5.649751981665837,3.35,1.0115458,True,3469.0,4094.0
адьютант,5,6.31e-08,-7.199970640755866,1.8,0.88214034,True,5709.0,14606.0
адюльтер,5,1.78e-07,-6.749579997691106,2.25,0.9187264,True,5709.0,11856.0
ажиотаж,5,1.7e-06,-5.769551078621726,3.23,0.9889051,True,5709.0,4797.0
ажитация,1,3.72e-08,-7.429457060118103,1.57,0.94057846,True,11961.0,15449.0
ажур,3,1.38e-07,-6.860120913598763,2.14,0.9646011,True,7747.0,12612.0
аз,4,4.79e-06,-5.319664486585437,3.68,0.92828727,True,6612.0,2563.0
азалия,3,2.88e-07,-6.540607512240769,2.46,0.9641552,True,7747.0,10248.0
азарт,3,1.91e-06,-5.718966632752273,3.28,1.0034759,True,7747.0,4522.0
азбука,20,3.47e-06,-5.459670525209126,3.54,0.95777524,True,1485.0,3178.0
азерб,3,4.07e-07,-6.39040559077478,2.61,1.0083827,True,7747.0,9070.0
азербайджанец,1,2.82e-07,-6.549750891680639,2.45,1.0253087,True,11961.0,10314.0
азиат,2,7.24e-07,-6.140261433802853,2.86,0.92794853,True,9435.0,7224.0
азимут,20,6.76e-07,-6.1700533040583645,2.83,0.9504201,True,1485.0,7445.0
азот,23,2.29e-06,-5.640164517660112,3.36,0.91738564,True,1263.0,4035.0
аист,13,1.51e-06,-5.82102305270683,3.18,0.9450955,True,2412.0,5110.0
ай,1,2.04e-05,-4.690369832574101,4.31,0.9855678,True,11961.0,856.0
айва,2,3.72e-07,-6.429457060118103,2.57,1.0022871,True,9435.0,9401.0
айкидо,3,8.71e-07,-6.059981844992337,2.94,0.9928766,True,7747.0,6663.0
айпад,2,3.09e-07,-6.510041520575165,2.49,0.9512255,True,9435.0,10021.0
айран,1,1.74e-07,-6.7594507517174005,2.24,0.96466804,True,11961.0,11927.0
айсберг,48,1.7e-06,-5.769551078621726,3.23,0.9297637,True,468.0,4797.0
айфон,8,9.55e-07,-6.019996628416254,2.98,0.9757368,True,3876.0,6359.0
ака,1,1.95e-06,-5.709965388637482,3.29,0.92499137,True,11961.0,4466.0
академик,3,1.35e-05,-4.869666231504994,4.13,0.9726918,True,7747.0,1208.0
академия,5,1.62e-05,-4.790484985457369,4.21,1.0374314,True,5709.0,1051.0
акафист,3,3.47e-07,-6.459670525209126,2.54,0.9995808,True,7747.0,9607.0
акация,17,5.75e-07,-6.2403321553103694,2.76,0.9462916,True,1787.0,7956.0
акваланг,27,1.55e-07,-6.809668301829708,2.19,0.963339,True,1042.0,12256.0
аквалангист,2,1.1e-07,-6.958607314841775,2.04,0.9910702,True,9435.0,13243.0
аквамарин,9,2.69e-07,-6.570247719997592,2.43,0.9530807,True,3469.0,10485.0
аквапарк,2,9.55e-07,-6.019996628416254,2.98,0.941011,True,9435.0,6359.0
акварель,40,1.74e-06,-5.7594507517174005,3.24,0.94161314,True,606.0,4736.0
аквариум,39,3.8e-06,-5.42021640338319,3.58,0.93523675,True,627.0,2988.0
акватория,6,4.79e-07,-6.319664486585437,2.68,1.005083,True,4962.0,8524.0
акведук,17,2.24e-07,-6.649751981665837,2.35,0.9411741,True,1787.0,11114.0
аккаунт,3,5.13e-06,-5.289882634888183,3.71,0.9763497,True,7747.0,2437.0
акклиматизация,7,3.31e-07,-6.480172006224281,2.52,0.92046213,True,4372.0,9772.0
аккомодация,5,4.47e-08,-7.349692476868063,1.65,0.8834782,True,5709.0,15206.0
аккомпанемент,11,1.35e-06,-5.8696662315049934,3.13,1.0005234,True,2872.0,5408.0
аккомпаниатор,1,1.05e-07,-6.978810700930062,2.02,1.0161709,True,11961.0,13373.0
аккорд,31,1.45e-06,-5.838631997765025,3.16,0.9660501,True,868.0,5234.0
аккордеон,17,1.07e-06,-5.97061622231479,3.03,0.9259978,True,1787.0,6023.0
аккредитация,10,5.75e-07,-6.2403321553103694,2.76,0.93302006,True,3149.0,7956.0
аккредитив,1,2.4e-07,-6.619788758288394,2.38,0.9717844,True,11961.0,10893.0
аккумулятор,27,3.55e-06,-5.449771646944906,3.55,0.95487475,True,1042.0,3122.0
аккумуляция,1,7.94e-08,-7.100179497572904,1.9,0.8471145,True,11961.0,14121.0
аккуратист,2,3.63e-08,-7.440093374963888,1.56,0.9242723,True,9435.0,15469.0
аккуратность,2,5.13e-07,-6.289882634888183,2.71,0.88277197,True,9435.0,8294.0
аклей,4,0.0,,0.0,0.89164764,True,6612.0,16422.0
акмеизм,1,3.09e-08,-7.510041520575165,1.49,1.014718,True,11961.0,15672.0
акмеист,1,1.82e-08,-7.739928612014925,1.26,0.9791241,True,11961.0,16127.0
акно,7,0.0,,0.0,0.9582778,True,4372.0,16422.0
аконит,1,1.1e-07,-6.958607314841775,2.04,0.905272,True,11961.0,13243.0
акр,2,5.01e-07,-6.300162274132754,2.7,0.97096664,True,9435.0,8380.0
акрил,13,1.91e-07,-6.718966632752273,2.28,0.96837467,True,2412.0,11624.0
акробат,22,6.03e-07,-6.219682687859849,2.78,0.9550701,True,1328.0,7802.0
акробатика,3,3.24e-07,-6.489454989793388,2.51,0.95696664,True,7747.0,9853.0
акроним,8,1.66e-07,-6.779891911959945,2.22,0.94425565,True,3876.0,12066.0
акрополь,7,3.09e-07,-6.510041520575165,2.49,0.9738221,True,4372.0,10021.0
акс,1,7.76e-07,-6.110138278741812,2.89,0.9754343,True,11961.0,7027.0
аксакал,3,2.63e-07,-6.580044251510242,2.42,0.9084793,True,7747.0,10566.0
акселерат,1,1.32e-08,-7.87942606879415,1.12,0.9056991,True,11961.0,16298.0
акселератор,2,3.89e-07,-6.410050398674292,2.59,0.92728597,True,9435.0,9216.0
аксель,14,3.89e-06,-5.410050398674292,3.59,0.97287714,True,2220.0,2941.0
аксельбант,4,3.16e-08,-7.5003129173815966,1.5,0.9652543,True,6612.0,15641.0
аксессуар,5,8.51e-07,-6.070070439915412,2.93,1.0056399,True,5709.0,6729.0
аксиома,29,1.23e-06,-5.910094888560602,3.09,0.96724254,True,951.0,5646.0
аксон,1,1.07e-07,-6.97061622231479,2.03,0.88074636,True,11961.0,13311.0
акт,8,2.51e-05,-4.600326278518962,4.4,0.9967801,True,3876.0,706.0
актер,16,2.14e-05,-4.669586226650809,4.33,0.9223555,True,1928.0,817.0
актерство,1,1.45e-07,-6.838631997765025,2.16,0.9352177,True,11961.0,12460.0
актив,4,6.03e-06,-5.219682687859849,3.78,0.96067715,True,6612.0,2180.0
активатор,1,2.63e-07,-6.580044251510242,2.42,0.876337,True,11961.0,10566.0
активация,2,1.91e-06,-5.718966632752273,3.28,0.9837053,True,9435.0,4522.0
активизация,1,1.23e-06,-5.910094888560602,3.09,1.0108613,True,11961.0,5646.0
активизм,1,2.63e-07,-6.580044251510242,2.42,1.0256388,True,11961.0,10566.0
активист,2,4.17e-06,-5.379863945026242,3.62,0.9349573,True,9435.0,2790.0
активность,7,2.4e-05,-4.619788758288394,4.38,0.95425695,True,4372.0,724.0
актиний,1,7.94e-08,-7.100179497572904,1.9,0.96061486,True,11961.0,14121.0
актриса,6,2.29e-05,-4.640164517660112,4.36,0.9534476,True,4962.0,759.0
актуальность,5,3.89e-06,-5.410050398674292,3.59,0.9719954,True,5709.0,2941.0
акула,60,3.98e-06,-5.400116927926312,3.6,0.9433409,True,330.0,2880.0
акупунктура,8,1.32e-07,-6.87942606879415,2.12,0.9446891,True,3876.0,12756.0
акустика,6,1.26e-06,-5.8996294548824375,3.1,0.96754867,True,4962.0,5582.0
акут,1,5.01e-08,-7.300162274132754,1.7,0.92009026,True,11961.0,15025.0
акушер,3,6.92e-07,-6.1598939055432425,2.84,0.9934968,True,7747.0,7371.0
акцент,8,1.02e-05,-4.991399828238082,4.01,0.99570686,True,3876.0,1529.0
акцентирование,1,1e-07,-7.0,2.0,0.9526393,True,11961.0,13519.0
акцентуация,1,3.8e-08,-7.42021640338319,1.58,0.825191,True,11961.0,15421.0
акциденция,1,2.09e-08,-7.679853713888946,1.32,0.87454224,True,11961.0,16038.0
акциз,12,4.37e-07,-6.359518563029578,2.64,0.9509923,True,2627.0,8827.0
акция,16,2.34e-05,-4.6307841425898575,4.37,0.9900315,True,1928.0,743.0
акча,1,2.82e-08,-7.549750891680639,1.45,0.9181401,True,11961.0,15759.0
акын,1,2e-07,-6.698970004336019,2.3,0.9424469,True,11961.0,11470.0
алабай,5,3.72e-08,-7.429457060118103,1.57,0.8718334,True,5709.0,15449.0
алгебра,38,3.09e-06,-5.510041520575165,3.49,0.94864786,True,657.0,3400.0
алгол,1,1.41e-07,-6.85078088734462,2.15,0.96080524,True,11961.0,12531.0
алгоритм,100,8.71e-06,-5.059981844992337,3.94,0.9797942,True,136.0,1695.0
алебарда,9,6.61e-08,-7.179798540514359,1.82,0.9240422,True,3469.0,14507.0
алебастр,9,1.07e-07,-6.97061622231479,2.03,0.91549414,True,3469.0,13311.0
александрит,3,7.41e-08,-7.130181792020672,1.87,0.9219366,True,7747.0,14276.0
алеут,2,7.08e-08,-7.149966742310231,1.85,0.8943529,True,9435.0,14364.0
алеф,1,2.34e-07,-6.6307841425898575,2.37,0.8803037,True,11961.0,10967.0
алиби,5,2.09e-06,-5.679853713888946,3.32,1.0163513,True,5709.0,4298.0
алименты,1,2.29e-06,-5.640164517660112,3.36,1.0071615,True,11961.0,4035.0
алка,2,1.74e-07,-6.7594507517174005,2.24,0.9366271,True,9435.0,11927.0
алкалоид,1,1.58e-07,-6.801342913045577,2.2,0.88081765,True,11961.0,12203.0
алкаш,2,8.32e-07,-6.079876673709276,2.92,0.9221673,True,9435.0,6795.0
алкоголизм,6,1.48e-06,-5.8297382846050425,3.17,0.9624431,True,4962.0,5179.0
алкоголик,4,2.51e-06,-5.600326278518962,3.4,0.95774966,True,6612.0,3839.0
алкоголь,39,1.48e-05,-4.8297382846050425,4.17,0.9535871,True,627.0,1123.0
аллах,10,5.37e-06,-5.270025714300444,3.73,1.0027826,True,3149.0,2365.0
аллегория,37,6.92e-07,-6.1598939055432425,2.84,0.935693,True,680.0,7371.0
аллель,1,1.45e-07,-6.838631997765025,2.16,0.81024027,True,11961.0,12460.0
аллерген,1,1.26e-07,-6.8996294548824375,2.1,0.97080034,True,11961.0,12881.0
аллергия,15,4.68e-06,-5.329754146925876,3.67,0.92388934,True,2073.0,2598.0
аллея,11,2.82e-06,-5.549750891680639,3.45,0.97624254,True,2872.0,3589.0
аллигатор,20,5.75e-07,-6.2403321553103694,2.76,0.9055215,True,1485.0,7956.0
аллитерация,17,7.59e-08,-7.11975822410452,1.88,0.90570617,True,1787.0,14227.0
аллюзия,11,2.57e-07,-6.590066876668706,2.41,0.9507978,True,2872.0,10658.0
аллюр,7,1.17e-07,-6.931814138253839,2.07,0.9623195,True,4372.0,13058.0
алмаз,36,5.5e-06,-5.259637310505756,3.74,0.92712104,True,711.0,2317.0
алов,3,1.41e-07,-6.85078088734462,2.15,1.0530754,True,7747.0,12531.0
алогизм,1,2.51e-08,-7.600326278518962,1.4,0.9952896,True,11961.0,15879.0
алох,1,0.0,,0.0,0.87517476,True,11961.0,16422.0
алоэ,10,9.12e-07,-6.0400051616715835,2.96,0.9661945,True,3149.0,6513.0
алтарь,10,3.24e-06,-5.489454989793388,3.51,1.0064377,True,3149.0,3297.0
алтей,1,1.26e-07,-6.8996294548824375,2.1,0.85214955,True,11961.0,12881.0
алтын,3,1.32e-06,-5.87942606879415,3.12,0.94305885,True,7747.0,5475.0
алфавит,23,3.02e-06,-5.519993057042849,3.48,0.95093215,True,1263.0,3441.0
алхимик,4,1.74e-06,-5.7594507517174005,3.24,0.9772106,True,6612.0,4736.0
алхимия,6,1.02e-06,-5.991399828238082,3.01,0.96503884,True,4962.0,6157.0
алчность,6,1.02e-06,-5.991399828238082,3.01,0.88912773,True,4962.0,6157.0
алыча,3,1.95e-07,-6.709965388637482,2.29,0.9510411,True,7747.0,11538.0
альба,2,1.62e-06,-5.790484985457369,3.21,0.9750781,True,9435.0,4919.0
альбатрос,6,5.75e-07,-6.2403321553103694,2.76,0.9832825,True,4962.0,7956.0
альбедо,8,1.02e-06,-5.991399828238082,3.01,0.97511595,True,3876.0,6157.0
альбинос,11,3.98e-07,-6.400116927926312,2.6,0.95999897,True,2872.0,9141.0
альбион,1,5.62e-07,-6.250263684430939,2.75,0.891681,True,11961.0,8031.0
альбом,13,5.25e-05,-4.279840696594043,4.72,0.9440697,True,2412.0,327.0
альбумин,6,1.38e-07,-6.860120913598763,2.14,0.9675545,True,4962.0,12612.0
альвеола,4,1.02e-08,-7.991399828238082,1.01,0.90095234,True,6612.0,16416.0
альдебаран,3,7.94e-08,-7.100179497572904,1.9,0.9618683,True,7747.0,14121.0
алькор,1,8.71e-08,-7.059981844992337,1.94,0.9706568,True,11961.0,13882.0
альманах,1,1.66e-06,-5.779891911959945,3.22,0.9337179,True,11961.0,4864.0
альпака,10,1.66e-07,-6.779891911959945,2.22,1.008854,True,3149.0,12066.0
альпеншток,1,0.0,,0.0,0.962092,True,11961.0,16422.0
альпинизм,7,3.55e-07,-6.449771646944906,2.55,0.95237005,True,4372.0,9539.0
альпинист,7,7.41e-07,-6.130181792020672,2.87,0.9627025,True,4372.0,7153.0
альт,3,6.31e-07,-6.199970640755866,2.8,0.8682404,True,7747.0,7658.0
