word,dat_freq,corpus_freq,log_corpus_freq,zipf_freq,mean_score_contrib,in_vocab,dat_freq_rank,corpus_freq_rank
загадка,8,6.92e-06,-5.1598939055432425,3.84,0.9810502,True,3876.0,1975.0
загадочность,1,3.98e-07,-6.400116927926312,2.6,0.9700292,True,11961.0,9141.0
загазованность,1,1.1e-07,-6.958607314841775,2.04,0.86602736,True,11961.0,13243.0
загар,6,1.29e-06,-5.889410289700751,3.11,0.9564111,True,4962.0,5519.0
загвоздка,6,7.94e-07,-6.100179497572904,2.9,0.9867716,True,4962.0,6950.0
заглушка,1,2.09e-07,-6.679853713888946,2.32,0.7923141,True,11961.0,11346.0
заговор,2,9.12e-06,-5.0400051616715835,3.96,0.99779683,True,9435.0,1642.0
загогулина,2,6.76e-08,-7.1700533040583645,1.83,0.88411736,True,9435.0,14457.0
заголовок,2,3.89e-06,-5.410050398674292,3.59,0.96352506,True,9435.0,2941.0
загон,5,9.77e-07,-6.010105436281227,2.99,0.9663175,True,5709.0,6276.0
загонщик,2,3.24e-08,-7.489454989793388,1.51,0.94579893,True,9435.0,15619.0
загород,1,1.41e-07,-6.85078088734462,2.15,0.92519253,True,11961.0,12531.0
заготовка,1,2.34e-06,-5.6307841425898575,3.37,0.9213752,True,11961.0,3993.0
заграждение,1,6.46e-07,-6.189767482004916,2.81,0.9807226,True,11961.0,7583.0
заграница,3,4.37e-07,-6.359518563029578,2.64,0.9875558,True,7747.0,8827.0
загрузка,15,3.16e-06,-5.5003129173815966,3.5,0.96115595,True,2073.0,3354.0
загрязнение,4,3.39e-06,-5.4698003017969175,3.53,0.9527896,True,6612.0,3222.0
зад,9,7.76e-06,-5.110138278741812,3.89,0.902377,True,3469.0,1834.0
задание,8,3.24e-05,-4.489454989793388,4.51,0.9734487,True,3876.0,545.0
задаток,1,9.33e-07,-6.0301183562535,2.97,0.99643594,True,11961.0,6427.0
задача,18,6.03e-05,-4.219682687859849,4.78,0.9717073,True,1674.0,281.0
задвижка,4,1.66e-07,-6.779891911959945,2.22,0.9542267,True,6612.0,12066.0
задел,1,3.98e-06,-5.400116927926312,3.6,1.0075715,True,11961.0,2880.0
задержание,1,3.24e-06,-5.489454989793388,3.51,1.0437732,True,11961.0,3297.0
задержка,2,4.79e-06,-5.319664486585437,3.68,0.9610179,True,9435.0,2563.0
задира,2,2.19e-07,-6.6595558851598815,2.34,0.91199875,True,9435.0,11192.0
задница,13,3.72e-06,-5.429457060118103,3.57,0.91213393,True,2412.0,3035.0
задор,2,3.89e-07,-6.410050398674292,2.59,0.96159524,True,9435.0,9216.0
задумка,3,1.55e-06,-5.809668301829708,3.19,0.9423869,True,7747.0,5057.0
задумчивость,6,2.29e-07,-6.640164517660112,2.36,0.97007,True,4962.0,11041.0
задымление,1,4.47e-07,-6.349692476868063,2.65,1.0570318,True,11961.0,8738.0
заезд,7,2.63e-06,-5.580044251510242,3.42,0.99178004,True,4372.0,3747.0
заем,4,2.04e-06,-5.690369832574102,3.31,0.96670675,True,6612.0,4362.0
заец,3,1.78e-07,-6.749579997691106,2.25,1.0722231,True,7747.0,11856.0
зажигалка,8,1.15e-06,-5.939302159646388,3.06,0.92900723,True,3876.0,5830.0
зажим,2,8.13e-07,-6.089909454405932,2.91,0.9755156,True,9435.0,6868.0
заземление,2,2.14e-07,-6.669586226650809,2.33,0.9595395,True,9435.0,11268.0
зазеркалье,1,8.51e-07,-6.070070439915412,2.93,0.9661689,True,11961.0,6729.0
зазноба,9,8.13e-08,-7.089909454405932,1.91,0.9001476,True,3469.0,14059.0
зазор,2,6.31e-07,-6.199970640755866,2.8,0.9474651,True,9435.0,7658.0
зазубрина,2,7.24e-08,-7.140261433802853,1.86,0.96202445,True,9435.0,14316.0
заика,8,4.79e-07,-6.319664486585437,2.68,0.96480805,True,3876.0,8524.0
заикание,3,3.02e-07,-6.519993057042849,2.48,0.9023645,True,7747.0,10094.0
заимка,1,1.55e-07,-6.809668301829708,2.19,0.85824394,True,11961.0,12256.0
заимствование,3,8.13e-07,-6.089909454405932,2.91,0.9650525,True,7747.0,6868.0
заинтересованность,2,4.57e-06,-5.34008379993015,3.66,0.9158214,True,9435.0,2637.0
заискивание,2,1.58e-08,-7.801342913045578,1.2,0.9318139,True,9435.0,16207.0
зайка,5,1.95e-06,-5.709965388637482,3.29,0.9668821,True,5709.0,4466.0
зайчатина,1,1.17e-08,-7.931814138253839,1.07,1.0572222,True,11961.0,16353.0
зайчик,2,1.48e-06,-5.8297382846050425,3.17,1.0183426,True,9435.0,5179.0
зайчишка,1,9.77e-08,-7.0101054362812265,1.99,0.895792,True,11961.0,13586.0
зайчонок,2,2.24e-07,-6.649751981665837,2.35,0.96547633,True,9435.0,11114.0
заказ,3,2.29e-05,-4.640164517660112,4.36,0.94395566,True,7747.0,759.0
закалка,1,3.55e-07,-6.449771646944906,2.55,0.93015033,True,11961.0,9539.0
закат,34,5.01e-06,-5.300162274132754,3.7,0.952421,True,763.0,2478.0
закваска,3,3.39e-07,-6.4698003017969175,2.53,0.9592478,True,7747.0,9689.0
закидон,2,1.62e-08,-7.790484985457369,1.21,1.0136088,True,9435.0,16201.0
закись,1,2.51e-07,-6.600326278518962,2.4,0.98401976,True,11961.0,10740.0
закладка,10,1.51e-06,-5.82102305270683,3.18,0.963691,True,3149.0,5110.0
заклепка,2,4.07e-08,-7.39040559077478,1.61,0.9591604,True,9435.0,15324.0
заклинание,6,3.39e-06,-5.4698003017969175,3.53,0.9835103,True,4962.0,3222.0
заключение,5,2.82e-05,-4.549750891680639,4.45,1.011996,True,5709.0,626.0
заколка,16,2.57e-07,-6.590066876668706,2.41,0.9396712,True,1928.0,10658.0
закон,29,0.000151,-3.8210230527068307,5.18,0.97837305,True,951.0,73.0
законность,1,4.37e-06,-5.359518563029578,3.64,0.9690823,True,11961.0,2704.0
законодательство,2,1.55e-05,-4.809668301829708,4.19,1.0202273,True,9435.0,1084.0
закономерность,1,2.04e-06,-5.690369832574102,3.31,0.98134977,True,11961.0,4362.0
законопослушность,1,3.98e-08,-7.400116927926312,1.6,0.9967506,True,11961.0,15359.0
закорки,1,2.19e-08,-7.6595558851598815,1.34,0.968772,True,11961.0,16001.0
закоулок,1,9.77e-08,-7.0101054362812265,1.99,0.98813635,True,11961.0,13586.0
закрой,2,4.47e-06,-5.349692476868063,3.65,0.88036555,True,9435.0,2671.0
закром,3,0.0,,0.0,0.95862335,True,7747.0,16422.0
закругление,3,4.57e-08,-7.34008379993015,1.66,0.9586563,True,7747.0,15165.0
закрутка,3,6.46e-08,-7.189767482004916,1.81,0.924348,True,7747.0,14560.0
закрытие,1,7.24e-06,-5.140261433802853,3.86,1.0176871,True,11961.0,1927.0
закрытость,1,3.02e-07,-6.519993057042849,2.48,1.0235868,True,11961.0,10094.0
закулисье,2,3.24e-07,-6.489454989793388,2.51,1.0091052,True,9435.0,9853.0
закуп,1,1.86e-07,-6.730487055782084,2.27,0.932504,True,11961.0,11706.0
закуска,6,1.35e-06,-5.8696662315049934,3.13,0.8153171,True,4962.0,5408.0
закуток,1,1.78e-07,-6.749579997691106,2.25,0.98654205,True,11961.0,11856.0
зал,6,4.57e-05,-4.34008379993015,4.66,0.9160008,True,4962.0,377.0
зала,5,2.09e-05,-4.679853713888946,4.32,0.95826584,True,5709.0,834.0
залежь,4,1.51e-07,-6.82102305270683,2.18,1.0019273,True,6612.0,12319.0
заливка,2,3.39e-07,-6.4698003017969175,2.53,0.8687838,True,9435.0,9689.0
заливное,1,2.04e-07,-6.690369832574102,2.31,1.0234766,True,11961.0,11405.0
залог,24,1.78e-05,-4.749579997691106,4.25,1.0077289,True,1197.0,966.0
заложник,2,9.55e-07,-6.019996628416254,2.98,1.0135072,True,9435.0,6359.0
заложница,1,4.47e-07,-6.349692476868063,2.65,0.96057916,True,11961.0,8738.0
залом,1,2.57e-06,-5.590066876668706,3.41,0.9935129,True,11961.0,3787.0
залп,4,2.04e-06,-5.690369832574102,3.31,0.98470116,True,6612.0,4362.0
залысина,1,1.23e-08,-7.910094888560602,1.09,1.0350691,True,11961.0,16333.0
замазка,7,9.77e-08,-7.0101054362812265,1.99,0.9738803,True,4372.0,13586.0
замах,2,2.51e-07,-6.600326278518962,2.4,0.9791343,True,9435.0,10740.0
замашка,1,0.0,,0.0,0.9668209,True,11961.0,16422.0
замедление,1,2.29e-06,-5.640164517660112,3.36,0.8981891,True,11961.0,4035.0
замена,7,1.38e-05,-4.860120913598763,4.14,0.9738175,True,4372.0,1189.0
замер,3,1.82e-06,-5.739928612014925,3.26,0.9549893,True,7747.0,4633.0
замерзание,1,1.51e-07,-6.82102305270683,2.18,1.0531553,True,11961.0,12319.0
замес,3,3.02e-07,-6.519993057042849,2.48,1.0216851,True,7747.0,10094.0
заместитель,2,6.46e-05,-4.189767482004916,4.81,1.034341,True,9435.0,254.0
заметка,4,3.24e-06,-5.489454989793388,3.51,0.9930623,True,6612.0,3297.0
замечание,6,6.46e-06,-5.189767482004916,3.81,0.98596996,True,4962.0,2083.0
замешательство,2,1.51e-06,-5.82102305270683,3.18,1.0371584,True,9435.0,5110.0
замещение,2,2.29e-06,-5.640164517660112,3.36,0.9612159,True,9435.0,4035.0
заминка,2,6.61e-07,-6.179798540514359,2.82,0.97568816,True,9435.0,7514.0
замкнутость,1,3.8e-07,-6.42021640338319,2.58,0.9903658,True,11961.0,9310.0
замок,74,3.24e-05,-4.489454989793388,4.51,0.9372234,True,243.0,545.0
замор,1,6.92e-08,-7.1598939055432425,1.84,0.9619241,True,11961.0,14411.0
замораживание,1,7.24e-07,-6.140261433802853,2.86,0.9664814,True,11961.0,7224.0
заморозка,13,1.1e-06,-5.958607314841775,3.04,0.9546414,True,2412.0,5951.0
заморозок,1,1e-07,-7.0,2.0,0.92142487,True,11961.0,13519.0
заморочка,2,1.7e-08,-7.769551078621726,1.23,0.93266064,True,9435.0,16177.0
заморыш,4,7.41e-08,-7.130181792020672,1.87,0.9375374,True,6612.0,14276.0
замполит,1,3.55e-07,-6.449771646944906,2.55,0.94246507,True,11961.0,9539.0
замужество,1,1.48e-06,-5.8297382846050425,3.17,1.04003,True,11961.0,5179.0
замша,2,1.55e-07,-6.809668301829708,2.19,0.9726257,True,9435.0,12256.0
замыкание,4,1.82e-06,-5.739928612014925,3.26,0.9625084,True,6612.0,4633.0
замысел,6,5.37e-06,-5.270025714300444,3.73,0.99088025,True,4962.0,2365.0
зана,1,3.31e-07,-6.480172006224281,2.52,0.9604382,True,11961.0,9772.0
занавес,16,4.9e-06,-5.309803919971486,3.69,0.9538086,True,1928.0,2520.0
занавеска,30,2.57e-07,-6.590066876668706,2.41,0.96101916,True,905.0,10658.0
заначка,1,2.95e-07,-6.5301779840218375,2.47,0.8760331,True,11961.0,10173.0
занимательность,1,5.13e-08,-7.289882634888183,1.71,0.8251715,True,11961.0,14986.0
заноза,57,6.03e-07,-6.219682687859849,2.78,0.9561059,True,354.0,7802.0
занос,2,3.72e-07,-6.429457060118103,2.57,0.94375867,True,9435.0,9401.0
зануда,12,1.23e-06,-5.910094888560602,3.09,0.94100636,True,2627.0,5646.0
занятие,5,1.62e-05,-4.790484985457369,4.21,0.8598732,True,5709.0,1051.0
занятость,1,3.39e-06,-5.4698003017969175,3.53,1.0184375,True,11961.0,3222.0
запад,9,4.79e-05,-4.319664486585437,4.68,0.956414,True,3469.0,359.0
западня,2,6.46e-07,-6.189767482004916,2.81,0.8891654,True,9435.0,7583.0
запал,1,1.48e-06,-5.8297382846050425,3.17,0.97242624,True,11961.0,5179.0
запас,11,1.62e-05,-4.790484985457369,4.21,0.9943443,True,2872.0,1051.0
запасной,1,4.9e-06,-5.309803919971486,3.69,0.98158103,True,11961.0,2520.0
запах,23,3.55e-05,-4.449771646944906,4.55,0.9402267,True,1263.0,493.0
запеканка,9,4.9e-07,-6.309803919971486,2.69,0.9443604,True,3469.0,8440.0
записка,2,6.92e-06,-5.1598939055432425,3.84,0.9828792,True,9435.0,1975.0
запись,7,5.01e-05,-4.300162274132754,4.7,0.97414017,True,4372.0,339.0
заплатка,4,9.55e-08,-7.019996628416254,1.98,0.95009613,True,6612.0,13643.0
заплыв,1,8.51e-07,-6.070070439915412,2.93,1.0117316,True,11961.0,6729.0
запо,1,1e-07,-7.0,2.0,0.95293975,True,11961.0,13519.0
заповедник,5,4.37e-06,-5.359518563029578,3.64,1.0006821,True,5709.0,2704.0
заповедь,2,1.35e-06,-5.8696662315049934,3.13,0.99278355,True,9435.0,5408.0
запой,4,6.17e-07,-6.209714835966758,2.79,0.9946813,True,6612.0,7730.0
запонка,17,5.75e-08,-7.2403321553103694,1.76,0.9433157,True,1787.0,14759.0
запор,12,9.77e-07,-6.010105436281227,2.99,0.95927197,True,2627.0,6276.0
запорожец,1,1.55e-06,-5.809668301829708,3.19,0.9546535,True,11961.0,5057.0
заправка,6,1.1e-06,-5.958607314841775,3.04,0.9714353,True,4962.0,5951.0
запределье,1,9.33e-08,-7.0301183562535,1.97,0.9231887,True,11961.0,13701.0
запредельность,3,1.41e-08,-7.85078088734462,1.15,0.94024765,True,7747.0,16266.0
запрет,4,2.24e-05,-4.649751981665837,4.35,1.0026551,True,6612.0,780.0
запрос,1,1.17e-05,-4.931814138253839,4.07,0.94553417,True,11961.0,1373.0
запруда,1,6.61e-08,-7.179798540514359,1.82,0.98878616,True,11961.0,14507.0
запугивание,1,6.17e-07,-6.209714835966758,2.79,0.81152064,True,11961.0,7730.0
запуск,1,1.48e-05,-4.8297382846050425,4.17,1.000629,True,11961.0,1123.0
запутанность,1,2.14e-07,-6.669586226650809,2.33,0.9183523,True,11961.0,11268.0
запчасть,1,1.45e-07,-6.838631997765025,2.16,0.8559346,True,11961.0,12460.0
запястье,4,2.75e-06,-5.560667306169737,3.44,0.9004484,True,6612.0,3632.0
запятая,27,1.15e-06,-5.939302159646388,3.06,0.9449642,True,1042.0,5830.0
заработок,5,6.31e-06,-5.199970640755866,3.8,1.0103016,True,5709.0,2116.0
зараза,17,2.75e-06,-5.560667306169737,3.44,0.9290425,True,1787.0,3632.0
зарево,5,5.25e-07,-6.279840696594043,2.72,1.0051229,True,5709.0,8224.0
зарница,10,5.25e-07,-6.279840696594043,2.72,0.95829463,True,3149.0,8224.0
зародыш,2,8.13e-07,-6.089909454405932,2.91,0.8966872,True,9435.0,6868.0
зарок,4,1.82e-07,-6.739928612014925,2.26,1.0013648,True,6612.0,11768.0
заросль,4,1.07e-08,-7.97061622231479,1.03,0.9729226,True,6612.0,16392.0
зарплата,17,1.62e-05,-4.790484985457369,4.21,0.9555694,True,1787.0,1051.0
заруб,2,5.25e-08,-7.279840696594043,1.72,0.8986499,True,9435.0,14932.0
зарубка,3,7.24e-08,-7.140261433802853,1.86,0.9791727,True,7747.0,14316.0
заря,30,7.76e-06,-5.110138278741812,3.89,0.93720144,True,905.0,1834.0
заряд,7,7.94e-06,-5.100179497572904,3.9,0.9387408,True,4372.0,1810.0
зарядка,35,1.45e-06,-5.838631997765025,3.16,0.9623925,True,735.0,5234.0
зарядник,2,1.48e-07,-6.8297382846050425,2.17,0.8988404,True,9435.0,12385.0
зарянка,2,3.09e-08,-7.510041520575165,1.49,0.9076729,True,9435.0,15672.0
засада,5,1.26e-06,-5.8996294548824375,3.1,0.9594744,True,5709.0,5582.0
заседание,1,2.29e-05,-4.640164517660112,4.36,1.0076227,True,11961.0,759.0
засечка,1,3.31e-08,-7.480172006224281,1.52,1.0411628,True,11961.0,15585.0
заскок,1,8.51e-08,-7.070070439915412,1.93,0.9159059,True,11961.0,13958.0
засланец,1,2.24e-08,-7.649751981665837,1.35,1.1077853,True,11961.0,15982.0
заслон,4,1.17e-06,-5.931814138253839,3.07,0.990287,True,6612.0,5768.0
заслонка,3,1.86e-07,-6.730487055782084,2.27,0.97666955,True,7747.0,11706.0
заслуга,1,5.89e-06,-5.229884705212898,3.77,0.962902,True,11961.0,2211.0
засов,2,5.13e-07,-6.289882634888183,2.71,0.9895509,True,9435.0,8294.0
засоня,2,4.17e-08,-7.379863945026242,1.62,0.82440156,True,9435.0,15297.0
засор,2,1.7e-07,-6.769551078621726,2.23,0.9817068,True,9435.0,11997.0
засранец,3,1.15e-06,-5.939302159646388,3.06,0.89022404,True,7747.0,5830.0
застава,1,9.12e-07,-6.0400051616715835,2.96,0.9831622,True,11961.0,6513.0
заставка,3,9.55e-07,-6.019996628416254,2.98,0.97195137,True,7747.0,6359.0
застежка,9,2.14e-07,-6.669586226650809,2.33,0.9347286,True,3469.0,11268.0
застенчивость,1,4.47e-07,-6.349692476868063,2.65,1.0004917,True,11961.0,8738.0
застой,5,1.2e-06,-5.920818753952375,3.08,0.95992196,True,5709.0,5703.0
застолье,2,1.05e-06,-5.978810700930062,3.02,1.003276,True,9435.0,6093.0
застрельщик,1,1.55e-08,-7.809668301829708,1.19,1.0070119,True,11961.0,16216.0
застройка,1,1.74e-06,-5.7594507517174005,3.24,0.9270401,True,11961.0,4736.0
застройщик,2,9.77e-07,-6.010105436281227,2.99,0.97802204,True,9435.0,6276.0
заступ,3,1.62e-07,-6.790484985457369,2.21,0.92752934,True,7747.0,12143.0
засуха,4,1.74e-06,-5.7594507517174005,3.24,0.97484666,True,6612.0,4736.0
затвор,10,1.7e-06,-5.769551078621726,3.23,0.99227613,True,3149.0,4797.0
затворник,2,4.27e-07,-6.369572124974976,2.63,0.94067925,True,9435.0,8919.0
затея,5,2.29e-06,-5.640164517660112,3.36,0.9646317,True,5709.0,4035.0
затишье,1,1.91e-06,-5.718966632752273,3.28,1.0370812,True,11961.0,4522.0
затмение,19,3.47e-06,-5.459670525209126,3.54,0.9713575,True,1575.0,3178.0
затон,1,6.92e-07,-6.1598939055432425,2.84,0.87787503,True,11961.0,7371.0
затор,1,5.89e-07,-6.229884705212898,2.77,0.9663563,True,11961.0,7877.0
заторможенность,2,1.51e-07,-6.82102305270683,2.18,0.90511674,True,9435.0,12319.0
заточка,6,3.16e-07,-6.5003129173815966,2.5,0.9091284,True,4962.0,9934.0
затравка,2,5.89e-08,-7.229884705212898,1.77,0.9270316,True,9435.0,14721.0
затрата,1,4.68e-08,-7.329754146925876,1.67,0.97371703,True,11961.0,15122.0
затрещина,2,2.29e-08,-7.640164517660112,1.36,0.99788,True,9435.0,15965.0
затхлость,1,3.16e-08,-7.5003129173815966,1.5,1.0064896,True,11961.0,15641.0
затык,2,4.47e-08,-7.349692476868063,1.65,0.9817257,True,9435.0,15206.0
затылок,1,3.09e-06,-5.510041520575165,3.49,1.0565181,True,11961.0,3400.0
заумь,4,1.02e-07,-6.991399828238082,2.01,0.94824106,True,6612.0,13450.0
заусенец,17,6.03e-08,-7.219682687859849,1.78,0.9299594,True,1787.0,14681.0
заусеница,3,0.0,,0.0,0.9548823,True,7747.0,16422.0
заутреня,1,2.75e-08,-7.560667306169737,1.44,0.9415439,True,11961.0,15781.0
заучивание,1,1.38e-07,-6.860120913598763,2.14,0.928319,True,11961.0,12612.0
захват,1,1.23e-05,-4.910094888560602,4.09,1.0512606,True,11961.0,1316.0
захватчик,1,3.09e-07,-6.510041520575165,2.49,0.9082529,True,11961.0,10021.0
заход,1,2.19e-06,-5.6595558851598815,3.34,0.84238607,True,11961.0,4172.0
захолустье,2,4.47e-07,-6.349692476868063,2.65,1.0004635,True,9435.0,8738.0
зацепка,7,2.75e-07,-6.560667306169737,2.44,0.96032417,True,4372.0,10402.0
зачатие,12,6.46e-07,-6.189767482004916,2.81,1.0070168,True,2627.0,7583.0
зачес,2,3.39e-08,-7.4698003017969175,1.53,0.9803979,True,9435.0,15557.0
зачет,6,3.89e-06,-5.410050398674292,3.59,1.01508,True,4962.0,2941.0
зачистка,1,6.46e-07,-6.189767482004916,2.81,0.96836036,True,11961.0,7583.0
защелка,2,8.13e-08,-7.089909454405932,1.91,0.9459539,True,9435.0,14059.0
защита,4,3.09e-05,-4.510041520575165,4.49,0.97762245,True,6612.0,580.0
защитник,3,2.63e-05,-4.580044251510242,4.42,0.99962074,True,7747.0,679.0
заявка,2,4.79e-06,-5.319664486585437,3.68,0.9523508,True,9435.0,2563.0
заявление,4,5.13e-05,-4.289882634888183,4.71,1.0386747,True,6612.0,330.0
заяц,67,4.9e-06,-5.309803919971486,3.69,0.9250567,True,283.0,2520.0
звание,7,2.82e-05,-4.549750891680639,4.45,0.9779061,True,4372.0,626.0
звезда,280,4.68e-05,-4.329754146925876,4.67,0.9173892,True,21.0,370.0
звездность,1,7.59e-08,-7.11975822410452,1.88,0.98000073,True,11961.0,14227.0
звездолет,10,3.55e-07,-6.449771646944906,2.55,0.9702432,True,3149.0,9539.0
звездопад,12,4.07e-07,-6.39040559077478,2.61,0.95075005,True,2627.0,9070.0
звездочет,7,9.33e-08,-7.0301183562535,1.97,0.9574178,True,4372.0,13701.0
звездочка,2,1.55e-06,-5.809668301829708,3.19,0.9040485,True,9435.0,5057.0
звено,11,7.08e-06,-5.149966742310231,3.85,0.9905221,True,2872.0,1955.0
зверек,1,5.62e-07,-6.250263684430939,2.75,1.0172262,True,11961.0,8031.0
зверинец,1,6.03e-07,-6.219682687859849,2.78,0.95581704,True,11961.0,7802.0
зверобой,6,6.31e-07,-6.199970640755866,2.8,0.9743502,True,4962.0,7658.0
зверство,1,2.69e-07,-6.570247719997592,2.43,0.9571126,True,11961.0,10485.0
зверь,31,1.02e-05,-4.991399828238082,4.01,0.89110166,True,868.0,1529.0
зверье,1,2.75e-07,-6.560667306169737,2.44,1.042644,True,11961.0,10402.0
зверюга,1,3.16e-07,-6.5003129173815966,2.5,0.9191799,True,11961.0,9934.0
звон,16,5.75e-06,-5.2403321553103694,3.76,0.97133905,True,1928.0,2243.0
звонарь,2,3.39e-07,-6.4698003017969175,2.53,0.88861054,True,9435.0,9689.0
звонница,3,2.04e-07,-6.690369832574102,2.31,0.96415097,True,7747.0,11405.0
звонок,18,2.29e-05,-4.640164517660112,4.36,0.9739467,True,1674.0,759.0
звук,46,3.8e-05,-4.42021640338319,4.58,0.9279216,True,503.0,463.0
звукоподражание,1,3.63e-08,-7.440093374963888,1.56,0.9998341,True,11961.0,15469.0
звучание,2,4.47e-06,-5.349692476868063,3.65,0.8909426,True,9435.0,2671.0
звучность,2,5.75e-08,-7.2403321553103694,1.76,0.8299761,True,9435.0,14759.0
звяк,1,4.9e-08,-7.309803919971486,1.69,0.9442293,True,11961.0,15059.0
здание,50,7.76e-05,-4.110138278741812,4.89,0.9478551,True,437.0,200.0
здоровье,44,4.68e-05,-4.329754146925876,4.67,0.9502112,True,531.0,370.0
здоровяк,1,5.89e-07,-6.229884705212898,2.77,0.93064547,True,11961.0,7877.0
здравица,1,4.27e-08,-7.369572124974976,1.63,0.9836428,True,11961.0,15265.0
здравница,1,2.45e-07,-6.610833915635467,2.39,0.85797024,True,11961.0,10825.0
здравоохранение,1,6.46e-06,-5.189767482004916,3.81,1.0033761,True,11961.0,2083.0
зебра,28,1.23e-06,-5.910094888560602,3.09,0.95895493,True,1000.0,5646.0
зев,1,4.27e-07,-6.369572124974976,2.63,1.0015054,True,11961.0,8919.0
зевака,3,5.5e-08,-7.259637310505756,1.74,0.9665877,True,7747.0,14860.0
зевание,1,4.47e-08,-7.349692476868063,1.65,1.095892,True,11961.0,15206.0
зевок,1,1.35e-07,-6.8696662315049934,2.13,1.0171807,True,11961.0,12696.0
зевота,4,1.41e-07,-6.85078088734462,2.15,0.9972558,True,6612.0,12531.0
зеел,1,0.0,,0.0,0.9364863,True,11961.0,16422.0
зеленец,1,8.13e-08,-7.089909454405932,1.91,0.98264724,True,11961.0,14059.0
зеленка,9,2.75e-07,-6.560667306169737,2.44,0.9408721,True,3469.0,10402.0
зеленушка,2,3.47e-08,-7.459670525209126,1.54,0.96771145,True,9435.0,15525.0
зелень,42,5.13e-06,-5.289882634888183,3.71,0.90367174,True,570.0,2437.0
зелье,8,2.57e-06,-5.590066876668706,3.41,0.97343636,True,3876.0,3787.0
зельеварение,2,3.47e-08,-7.459670525209126,1.54,0.94394684,True,9435.0,15525.0
земледелец,2,2.63e-07,-6.580044251510242,2.42,0.9748623,True,9435.0,10566.0
земледелие,1,2.82e-06,-5.549750891680639,3.45,0.94027096,True,11961.0,3589.0
землекоп,12,1.35e-07,-6.8696662315049934,2.13,0.93613327,True,2627.0,12696.0
землемер,2,1.86e-07,-6.730487055782084,2.27,0.95827675,True,9435.0,11706.0
землеройка,10,8.13e-08,-7.089909454405932,1.91,0.9128975,True,3149.0,14059.0
землетрясение,18,1.05e-05,-4.978810700930062,4.02,0.9578553,True,1674.0,1503.0
землечерпалка,1,0.0,,0.0,0.8786264,True,11961.0,16422.0
земля,217,5.89e-05,-4.229884705212898,4.77,0.87323517,True,34.0,290.0
земляк,1,1.51e-06,-5.82102305270683,3.18,1.0308204,True,11961.0,5110.0
земляника,17,7.94e-07,-6.100179497572904,2.9,0.8610835,True,1787.0,6950.0
землянка,4,4.9e-07,-6.309803919971486,2.69,0.94764185,True,6612.0,8440.0
земноводное,2,6.31e-08,-7.199970640755866,1.8,0.8903806,True,9435.0,14606.0
земство,2,4.57e-07,-6.34008379993015,2.66,0.9983225,True,9435.0,8677.0
зенит,6,2.63e-05,-4.580044251510242,4.42,0.96267647,True,4962.0,679.0
зенитка,1,8.91e-08,-7.050122295963125,1.95,1.0005383,True,11961.0,13822.0
зеница,3,9.12e-08,-7.0400051616715835,1.96,0.9214227,True,7747.0,13759.0
зенки,1,1.91e-07,-6.718966632752273,2.28,0.9763101,True,11961.0,11624.0
зер,1,1.55e-07,-6.809668301829708,2.19,0.9611938,True,11961.0,12256.0
зеркало,83,1.91e-05,-4.718966632752273,4.28,0.9139841,True,198.0,904.0
зеркальность,2,6.03e-08,-7.219682687859849,1.78,0.995658,True,9435.0,14681.0
зерно,27,6.17e-06,-5.209714835966758,3.79,0.9622775,True,1042.0,2145.0
зернышко,2,3.47e-07,-6.459670525209126,2.54,0.9887765,True,9435.0,9607.0
зеро,2,1.41e-06,-5.85078088734462,3.15,0.968359,True,9435.0,5291.0
зерцало,2,2.75e-07,-6.560667306169737,2.44,0.9293979,True,9435.0,10402.0
зефир,15,1.2e-06,-5.920818753952375,3.08,0.94676864,True,2073.0,5703.0
зиг,1,5.13e-07,-6.289882634888183,2.71,0.98772526,True,11961.0,8294.0
зигзаг,11,4.47e-07,-6.349692476868063,2.65,0.94768983,True,2872.0,8738.0
зигота,14,8.13e-08,-7.089909454405932,1.91,0.9533595,True,2220.0,14059.0
зиккурат,6,1e-07,-7.0,2.0,0.9390241,True,4962.0,13519.0
зил,2,3.47e-06,-5.459670525209126,3.54,0.9434142,True,9435.0,3178.0
зима,115,1.7e-05,-4.769551078621726,4.23,0.92162323,True,108.0,1015.0
зимник,1,1.32e-07,-6.87942606879415,2.12,0.96343344,True,11961.0,12756.0
зимовка,2,3.72e-07,-6.429457060118103,2.57,0.97299093,True,9435.0,9401.0
зимовье,1,4.27e-07,-6.369572124974976,2.63,0.97256273,True,11961.0,8919.0
зимородок,21,1.78e-07,-6.749579997691106,2.25,0.9460237,True,1404.0,11856.0
зипун,1,4.68e-08,-7.329754146925876,1.67,0.88895494,True,11961.0,15122.0
зияние,1,4.17e-08,-7.379863945026242,1.62,0.9934357,True,11961.0,15297.0
злак,5,1.17e-07,-6.931814138253839,2.07,0.93341446,True,5709.0,13058.0
злато,2,3.63e-07,-6.440093374963888,2.56,0.97058344,True,9435.0,9469.0
златоуст,1,1.45e-06,-5.838631997765025,3.16,0.93105143,True,11961.0,5234.0
зло,23,2.51e-05,-4.600326278518962,4.4,0.92667735,True,1263.0,706.0
злоба,12,1.58e-06,-5.801342913045578,3.2,0.9542484,True,2627.0,4983.0
зловоние,3,3.16e-07,-6.5003129173815966,2.5,1.0124757,True,7747.0,9934.0
