timestamp,score,words,time_spent
2026-02-18T13:40:37.852Z,86.472565,"поле, материя, таблетка, ресница, выходной, боль, звезда",157
2026-02-18T13:41:23.899Z,89.01825104,"паразит, метеорит, омлет, тромбон, кладбище, неон, улитка",57
2026-02-18T13:41:24.559Z,84.69465584,"туман, вилка, живот, учитель, столб, стих, резинка",92
2026-02-18T13:41:35.747Z,85.11852802,"студебеккер, панама, сюрприз, сталактит, сушка, парадигма, квазар",116
2026-02-18T13:42:09.131Z,85.9283238,"энцефалограмма, жираф, капер, гнев, бутылка, кофр, безбилетник",118
2026-02-18T13:42:26.152Z,87.18324043,"кот, событие, бар, стог, перец, барабан, лес",56
2026-02-18T13:42:42.345Z,81.99597605,"атас, глюк, пук, сук, хрюк, система, болт",63
2026-02-18T13:42:46.195Z,79.5683616,"гаубица, лилия, чизкейк, планшет, октаэдр, панда, кандидоза",63
2026-02-18T13:42:46.972Z,87.70700896,"гироскоп, марципан, шлагбаум, косинус, болото, диктофон, акведук",65
2026-02-18T13:42:47.197Z,59.45242434,"бегемот, крокодил, верблюд, дромадер, аллигатор, гиппопотам, кошка",53
2026-02-18T13:43:19.708Z,93.74295279,"такт, желудок, крона, плаха, жидкость, прайд, геометрия",67
2026-02-18T13:43:21.810Z,91.36093493,"счастие, дерево, рыба, гайка, геополитика, финиш, домино",133
2026-02-18T13:43:47.389Z,83.7363833,"полька, парадигма, чебурек, птеродактиль, хорей, сторона, ланцет",99
2026-02-18T13:44:00.441Z,93.63501366,"обмен, слинг, туман, плита, хитрость, игла, пауза",111
2026-02-18T13:44:44.584Z,83.99017703,"груша, дозор, эмпатия, сопля, уборная, коромысло, онкология",180
2026-02-18T13:44:47.120Z,73.52528938,"аллигатор, крокодил, ген, чебурашка, кошка, собака, бревно",45
2026-02-18T13:44:59.662Z,90.74543685,"грязь, лыжа, порог, государство, пустыня, облако, менталитет",161
2026-02-18T13:45:12.103Z,93.20937694,"польза, шквал, философия, лужа, клаустрофобия, крем, корма",98
2026-02-18T13:45:21.778Z,87.63454202,"кошмар, пипка, сук, пук, глюк, фантом, обед",93
